data,text,sentiment,filtered_text
https://twitter.com/WNOW_NEWS/status/1737410200435671519#m,ගම වනසන අග්බෝගේ හෙට දවස? #AGBO #tusker #elephant #wildanimals #srilanka #lka #animal #WNowSinhala #news #NewsUpdate https://invidious.perennialte.ch/lOuUVFyJXJE?si=HzwM-XsTFhE8vLOJ via @YouTube,Neutral,"['agbo', 'tusker', 'elephant', 'wildanimals', 'srilanka', 'lka', 'animal', 'wnowsinhala', 'news', 'newsupdate', 'via']"
https://twitter.com/FairTradeStore/status/1737188988236996871#m,#Tusker Lager Beer Recycled Bottletop Pendant..... https://thefairtradestore.co.uk/product/tusker-lager-beer-recycled-bottletop-pendant/,Neutral,"['tusker', 'lager', 'beer', 'recycled', 'bottletop', 'pendant']"
https://twitter.com/hannes_1961/status/1737088139091435853#m,The two big Tsavo Tuskers know how impressive they are and let everyone feel it! #elephants #tusker #tsavo #kenya,Positive,"['two', 'big', 'tsavo', 'tuskers', 'know', 'impressive', 'let', 'everyone', 'feel', 'elephants', 'tusker', 'tsavo', 'kenya']"
https://twitter.com/itsdavekamau/status/1736777928535384455#m,🍻 #tusker,Neutral,['tusker']
https://twitter.com/WNOW_NEWS/status/1736737972987539558#m,ලංකාවට ළඟ Indiana Jones and the Temple of Doom #IndianaJones #templeofdoom #srilanka #hollywoodmovie #Indiana #movie #tusker #WNowSinhala #wnownews #Wow https://invidious.perennialte.ch/SBPMIpytqvA?si=y4NRlkNmEWDegutF via @YouTube,Negative,"['indiana', 'jones', 'temple', 'doom', 'indianajones', 'templeofdoom', 'srilanka', 'hollywoodmovie', 'indiana', 'movie', 'tusker', 'wnowsinhala', 'wnownews', 'wow', 'via']"
https://twitter.com/telugustop/status/1736347777951793400#m,Wild tusker kills two persons in Odisha dlvr.it/T0FdMH #Odisha #Pali #Tusker #Wild,Negative,"['wild', 'tusker', 'kills', 'two', 'persons', 'odisha', 'dlvrittfdmh', 'odisha', 'pali', 'tusker', 'wild']"
https://twitter.com/thenairobifest/status/1735943734070501885#m,"Leo Sherehe village we got you covered. Sherehe tunapiga mpaka ngwareeeee!!! Powered by #Tusker. Tupatane, Uhuru park🥳🥳 #NairobiFestival #TNF2023 #VibeOfTheCity",Neutral,"['leo', 'sherehe', 'village', 'got', 'covered', 'sherehe', 'tunapiga', 'mpaka', 'ngwareeeee', 'powered', 'tusker', 'tupatane', 'uhuru', 'park', 'nairobifestival', 'tnf', 'vibeofthecity']"
https://twitter.com/hannes_1961/status/1735704604728287420#m,"When you are a Super Tusker, you’re spoilt for choice! #elephants #tusker #lugard #tsavo #kenya 📷 James Lewin",Positive,"['super', 'tusker', 'youre', 'spoilt', 'choice', 'elephants', 'tusker', 'lugard', 'tsavo', 'kenya', 'james', 'lewin']"
https://twitter.com/htTweets/status/1735552500273643611#m,"#Tusker found dead in #Karnataka agricultural field, electrocution suspected https://www.hindustantimes.com/cities/bengaluru-news/tusker-found-dead-in-karnataka-agricultural-field-electrocution-suspected-101702619030420.html",Negative,"['tusker', 'found', 'dead', 'karnataka', 'agricultural', 'field', 'electrocution', 'suspected']"
https://twitter.com/VarthaBharatiEn/status/1735315516796145736#m,"#Tusker found dead in Karnataka agricultural field, electrocution suspected Click 👉 https://bit.ly/3ToYbiD",Negative,"['tusker', 'found', 'dead', 'karnataka', 'agricultural', 'field', 'electrocution', 'suspected', 'click']"
https://twitter.com/ttindia/status/1735230310726746142#m,Preliminary enquiry revealed that the pachyderm aged around 35-40 years came in contact with high tension wires attached to the fencing of the agricultural field near a hamlet in Hunsur range #Karnataka #tusker #electrocution https://www.telegraphindia.com/india/tusker-found-dead-in-karnataka-agricultural-field-electrocution-suspected/cid/1986871?utm_source=twitter&utm_medium=social&utm_campaign=tt_daily_twit,Negative,"['preliminary', 'enquiry', 'revealed', 'pachyderm', 'aged', 'around', 'years', 'came', 'contact', 'high', 'tension', 'wires', 'attached', 'fencing', 'agricultural', 'field', 'near', 'hamlet', 'hunsur', 'range', 'karnataka', 'tusker', 'electrocution']"
https://twitter.com/KannadaPrabha/status/1735229965929738432#m,"ಮೈಸೂರು: ಕೃಷಿ ಭೂಮಿಯಲ್ಲಿ ವಿದ್ಯುತ್ ಸ್ಪರ್ಶಿಸಿ ಆನೆ ಸಾವು Tusker found dead in Karnataka agricultural field, electrocution suspected #Tusker #Karnataka #electrocution #Death #ಆನೆ #ಕರ್ನಾಟಕ #ವಿದ್ಯುತ್ಸ್ಪರ್ಶ #ಸಾವು @XpressBengaluru Read more here: https://bityl.co/My64",Negative,"['tusker', 'found', 'dead', 'karnataka', 'agricultural', 'field', 'electrocution', 'suspected', 'tusker', 'karnataka', 'electrocution', 'death', 'read']"
https://twitter.com/H2oLounge_/status/1734993878099411339#m,Home of vibes - Experience at its best - Where every Night is an Epic Night is on already-Siesta Vibes powered by Tusker Lite .Don’t miss out on an amazing Discount Offer . (Enjoy Buy 5 Tusker lites on a Discount) #Tusker Lite Nieon Siesta Night .. Free entry #siestawednes,Positive,"['home', 'vibes', 'experience', 'best', 'every', 'night', 'epic', 'night', 'alreadysiesta', 'vibes', 'powered', 'tusker', 'lite', 'dont', 'miss', 'amazing', 'discount', 'offer', 'enjoy', 'buy', 'tusker', 'lites', 'discount', 'tusker', 'lite', 'nieon', 'siesta', 'night', 'free', 'entry', 'siestawednes']"
https://twitter.com/derrickderfash/status/1734908778602979458#m,"Really....what a shame, how can a whole premier league match be delayed because of the late arrivals of match officials. Noooo #tusker vs bidco utd... match delayed because match oficials have not yet arrived. @Officialfkfpl",Negative,"['reallywhat', 'shame', 'whole', 'premier', 'league', 'match', 'delayed', 'late', 'arrivals', 'match', 'officials', 'noooo', 'tusker', 'vs', 'bidco', 'utd', 'match', 'delayed', 'match', 'oficials', 'yet', 'arrived']"
https://twitter.com/SportScoreio/status/1734906336595337399#m,🎌Match Started!🎌 💥⚽️💥 Bidco United vs Tusker League: Kenyan Premier League 💥⚽️💥 Watch Now on SportScore: https://sportscore.io/football/match/bidco-united-tusker/4wyrn4hx4551q86/ #BidcoUnited #Tusker #KenyanPremierLeague #DelMonteGrounds,Positive,"['match', 'started', 'bidco', 'united', 'vs', 'tusker', 'league', 'kenyan', 'premier', 'league', 'watch', 'sportscore', 'bidcounited', 'tusker', 'kenyanpremierleague', 'delmontegrounds']"
https://twitter.com/illosokuan/status/1733884257217487186#m,After five days of safari we summarizes the adventure by having dinner at carnivore for we are carnivores and we love kenyan tastes #Zara #kenyabeers #tusker #whyyoushouldvisit🇰🇪 #kenya🇰🇪safari,Positive,"['five', 'days', 'safari', 'summarizes', 'adventure', 'dinner', 'carnivore', 'carnivores', 'love', 'kenyan', 'tastes', 'zara', 'kenyabeers', 'tusker', 'whyyoushouldvisit', 'kenyasafari']"
https://twitter.com/MYadavatti/status/1733832567520927883#m,Arjuna's demise raises Pandora's box https://www.myarticle.in/2023/12/arjunas-demise-raises-pandoras-box.html?m=1 @CMofKarnataka @eshwar_khandre @siddaramaiah @hsnews1948 @surajitdasgupta @DKShivakumar @BYVijayendra @RAshokaBJP #Arjuna @joehoover60 #Tusker @hd_kumaraswamy @H_D_Devegowda @aranya_kfd @PMOIndia #Dasara @RahulGandhi,Neutral,"['arjunas', 'demise', 'raises', 'pandoras', 'box', 'arjuna', 'tusker', 'dasara']"
https://twitter.com/lookeeymoha/status/1733818353301471397#m,Finest #tusker,Neutral,"['finest', 'tusker']"
https://twitter.com/jkyaruzi/status/1732816864495997044#m,Baada ya kazi #Tusker baridi,Neutral,"['baada', 'ya', 'kazi', 'tusker', 'baridi']"
https://twitter.com/LIFE_in_WILD/status/1732404388168401108#m,Tusker @uttarakhand_tourismofficial @nikonindiaofficial #nikonindia #corbett #tusker #elephant #hirenmagan #indiawildlife #nif #bbcearth,Neutral,"['tusker', 'nikonindia', 'corbett', 'tusker', 'elephant', 'hirenmagan', 'indiawildlife', 'nif', 'bbcearth']"
https://twitter.com/NewsEurope24/status/1732364148313362513#m,Spirits giant Diageo seeks to sell beer portfolio on margin concerns #Diageo #BeerPortfolio #Divestment #MarginConcerns #Guinness #AxiosReport #SpiritsMaker #Smithwicks #Kilkenny #HarpLager #Tusker #BeerBrands #BusinessNews #FinancialReport #SalesStrategy https://newseurope24.com/spirits-giant-diageo-seeks-to-sell-beer-portfolio-on-margin-concerns/,Neutral,"['spirits', 'giant', 'diageo', 'seeks', 'sell', 'beer', 'portfolio', 'margin', 'concerns', 'diageo', 'beerportfolio', 'divestment', 'marginconcerns', 'guinness', 'axiosreport', 'spiritsmaker', 'smithwicks', 'kilkenny', 'harplager', 'tusker', 'beerbrands', 'businessnews', 'financialreport', 'salesstrategy']"
https://twitter.com/PublicTVEnglish/status/1732344818242924787#m,"Operation to radio-collar elephants halted after Arjuna’s death, to resume after 10 days https://english.publictv.in/operation-to-radio-collar-elephants-halted-after-arjunas-death-to-resume-after-10-days/ #Arjuna #DasaraElephant #radiocollar #tusker @aranya_kfd @aranya_kfd_k",Negative,"['operation', 'radiocollar', 'elephants', 'halted', 'arjunas', 'death', 'resume', 'days', 'arjuna', 'dasaraelephant', 'radiocollar', 'tusker']"
https://twitter.com/HomesVoye/status/1732286168316920224#m,"Tusker Inn Forest Lodge by VOYE HOMES is located in Pulpally, Wayanad, surrounded by Pathiri forest. Click here : https://voyehomes.com/tuskers-inn-forest-by-voye-homes-lk #tusker #wayanad #foreststay #forest #familyresort",Neutral,"['tusker', 'inn', 'forest', 'lodge', 'voye', 'homes', 'located', 'pulpally', 'wayanad', 'surrounded', 'pathiri', 'forest', 'click', 'tusker', 'wayanad', 'foreststay', 'forest', 'familyresort']"
https://twitter.com/eddymarley07/status/1731954010498736135#m,AFC Leopards Vs Tusker! Working for @azamtvtz #kenyapremierleague #Afcleopards #Tusker,Neutral,"['afc', 'leopards', 'vs', 'tusker', 'working', 'kenyapremierleague', 'afcleopards', 'tusker']"
https://twitter.com/vibesofindia_/status/1731706278886379669#m,"#Arjuna, a beloved #elephant who carried the #goldenhowdah during the #Dasaraprocession, died in a fight with a wild #tusker in #Sakaleshpur on Monday. #Vibesofindia https://www.vibesofindia.com/elephant-arjuna-dies-in-fight-with-wild-tusker/",Negative,"['arjuna', 'beloved', 'elephant', 'carried', 'goldenhowdah', 'dasaraprocession', 'died', 'fight', 'wild', 'tusker', 'sakaleshpur', 'monday', 'vibesofindia']"
https://twitter.com/VVani4U/status/1731684696084337056#m,Dasara Fame Elephant Arjuna No More | ದಸರಾ ಆನೆ ಅರ್ಜುನ​ ಇನ್ನು ನೆನಪು ಮಾತ್ರ #dasara #elephantarjuna #nomore #dasaraelephants #tusker #vijayavani #kannadanews #karnatakanews #karnatakalatestnews #kannadalive https://invidious.perennialte.ch/s8tvDOOf4pE,Positive,"['dasara', 'fame', 'elephant', 'arjuna', 'dasara', 'elephantarjuna', 'nomore', 'dasaraelephants', 'tusker', 'vijayavani', 'kannadanews', 'karnatakanews', 'karnatakalatestnews', 'kannadalive']"
https://twitter.com/AsianetNewsSN/status/1731672453615899049#m,"ಅಂಬಾರಿ ಅರ್ಜುನನ ನಿಧನಕ್ಕೆ ಕಂಬನಿ ಮಿಡಿದ ಕರ್ನಾಟಕ, ಸಿಎಂ ಸಿದ್ದು ಸೇರಿ ಗಣ್ಯರ ಸಂತಾಪ! #arjunaelephant #MysuruDasara #Ambari #Tusker #Attack https://kannada.asianetnews.com/state/cm-siddaramaiah-pays-tribute-to-dasara-ambari-fame-arjuna-tusker-who-dies-in-wild-elephant-attack-ckm-s55aef",Neutral,"['arjunaelephant', 'mysurudasara', 'ambari', 'tusker', 'attack']"
https://twitter.com/SportScoreio/status/1731644688942157936#m,🎌Match Started!🎌 💥⚽️💥 AFC Leopards vs Tusker League: Kenyan Premier League 💥⚽️💥 Watch Now on SportScore: https://sportscore.io/football/match/afc-leopards-tusker/x7lm7phzw7y5m2w/ #AFCLeopards #Tusker #KenyanPremierLeague #NyayoNationalStadium,Neutral,"['match', 'started', 'afc', 'leopards', 'vs', 'tusker', 'league', 'kenyan', 'premier', 'league', 'watch', 'sportscore', 'afcleopards', 'tusker', 'kenyanpremierleague', 'nyayonationalstadium']"
https://twitter.com/YusufMukash/status/1731576804211622056#m,@EABL_PLC is it true? #Tusker,Positive,"['true', 'tusker']"
https://twitter.com/odishabhaskar/status/1731545269710311716#m,Wild Elephant Tramples 2 Persons to Death in Khurda’s Tangi #WildElephant #ElephantAttack #Elephant #Tusker #Odisha #Khurda https://odishabhaskar.in/breaking/wild-elephant-tramples-2-persons-to-death-in-khurdas-tangi-62140/,Negative,"['wild', 'elephant', 'tramples', 'persons', 'death', 'khurdas', 'tangi', 'wildelephant', 'elephantattack', 'elephant', 'tusker', 'odisha', 'khurda']"
https://twitter.com/Senthil_TNIE/status/1731532156302991525#m,A #tusker was found dead inside #CRPF college campus at #Kurdampalayam in PN Palayam forest range on Sunday evening. More than 20 staff were monitoring the health of the animal in the last 3 days as the animal was very weak.@mannar_mannan @NewIndianXpress @xpresstn,Negative,"['tusker', 'found', 'dead', 'inside', 'crpf', 'college', 'campus', 'kurdampalayam', 'pn', 'palayam', 'forest', 'range', 'sunday', 'evening', 'staff', 'monitoring', 'health', 'animal', 'last', 'days', 'animal', 'weak']"
https://twitter.com/FarzanZulfick/status/1731196305412862112#m,"'WASALA' & 'WALAGAMBA' NO MORE Carcasses of two tuskers known as 'Wasala' and 'Walagamba' recovered from two locations in Sevanuwara, Karuwalagaswewa : Police #lka #SriLanka #SLnews #News1st #Elephant #WildElephant #Nature #Wildlife #HumanElephantConflict #Tusker",Negative,"['wasala', 'walagamba', 'carcasses', 'two', 'tuskers', 'known', 'wasala', 'walagamba', 'recovered', 'two', 'locations', 'sevanuwara', 'karuwalagaswewa', 'police', 'lka', 'srilanka', 'slnews', 'newsst', 'elephant', 'wildelephant', 'nature', 'wildlife', 'humanelephantconflict', 'tusker']"
https://twitter.com/KalhanRan/status/1730048561251758227#m,The joy of finding secret places to watch elephants without disturbing them. #LKA #travelsrilanka #srilanka #travel #srilankansafari #WildlifePhotography #naturephotography #canonasia #elephant #srilankanelephant #asianelephant #tusker,Positive,"['joy', 'finding', 'secret', 'places', 'watch', 'elephants', 'without', 'disturbing', 'lka', 'travelsrilanka', 'srilanka', 'travel', 'srilankansafari', 'wildlifephotography', 'naturephotography', 'canonasia', 'elephant', 'srilankanelephant', 'asianelephant', 'tusker']"
https://twitter.com/OrissaPOSTLive/status/1728649404901638469#m,"In separate incidents, a wild tusker was captured in Jajpur district while another elephant died in Kalahandi district while undergoing treatment. #Tusker #Jajpur #Odisha https://www.orissapost.com/wild-tusker-captured-another-dies/",Negative,"['separate', 'incidents', 'wild', 'tusker', 'captured', 'jajpur', 'district', 'another', 'elephant', 'died', 'kalahandi', 'district', 'undergoing', 'treatment', 'tusker', 'jajpur', 'odisha']"
https://twitter.com/hannes_1961/status/1727966530644619625#m,"Meeting of the Big Tsavo Tuskers - Day 2 Seems no one is in musth right now, as they share the water hole peacefully. #elephants #tusker #tsavo #kenya 🎥 Brian Montalbo",Positive,"['meeting', 'big', 'tsavo', 'tuskers', 'day', 'seems', 'one', 'musth', 'right', 'share', 'water', 'hole', 'peacefully', 'elephants', 'tusker', 'tsavo', 'kenya', 'brian', 'montalbo']"
https://twitter.com/ajaysuraTOI/status/1727885366156288408#m,Mighty’Tuskers’ turns 75 ⁦@IAF_MCC⁩ ⁦@adgpi⁩ #Tusker #IAF,Neutral,"['mightytuskers', 'turns', 'tusker', 'iaf']"
https://twitter.com/OdishaNews_Live/status/1727680864711262347#m,"Zilla News 🔴 କେନ୍ଦୁଝରରେ ଜଙ୍ଗଲୀ ହାତୀ ଆତଙ୍କ ! ହାଟଡିହି ଓ ତେଲକୋଇରେ ଦିନ ଦ୍ୱିପ୍ରହରରେ ବୁଲୁଛି ହାତୀ, ଲୋକେ ଭୟଭୀତ, ଖାଦ୍ୟ ଅନ୍ୱେଷଣରେ ଚାଲିଆସିଥିବା ଅନୁମାନ, ଦେଖନ୍ତୁ ଭିଡିଓ #ONL #Tusker #Elephant #Keonjhar #Odisha",Neutral,"['zilla', 'news', 'onl', 'tusker', 'elephant', 'keonjhar', 'odisha']"
https://twitter.com/TheAnnaExpress/status/1727174903978463442#m,"""A wild tusker killed an elderly man in Jhapa"" #tusker #Jhapa #AMN https://theannapurnaexpress.com/story/46690/",Negative,"['wild', 'tusker', 'killed', 'elderly', 'man', 'jhapa', 'tusker', 'jhapa', 'amn']"
https://twitter.com/xpressandhra/status/1726509473093816660#m,#AndhraPradesh: A herd of 15 #elephants wreaking havoc in the fields of #Nagireddypalli village in #Chittoor district. #Wildlife #tusker @NewIndianXpress,Negative,"['andhrapradesh', 'herd', 'elephants', 'wreaking', 'havoc', 'fields', 'nagireddypalli', 'village', 'chittoor', 'district', 'wildlife', 'tusker']"
https://twitter.com/ifu_smojoe91/status/1726237849606115619#m,We are playing up next Against samurai in the main cup finals.all the best #shujaa #Tusker safari sevens,Positive,"['playing', 'next', 'samurai', 'main', 'cup', 'finalsall', 'best', 'shujaa', 'tusker', 'safari', 'sevens']"
https://twitter.com/dt_next/status/1725792814485639667#m,"A #wildtusker died of electrocution in the #Nilgiris after it pushed a tree on a power line on Friday. According to the #Forestdepartment, the tusker, aged around 20, had entered a banana plantation. #Forestofficials #Tusker #Elephantdeath https://www.dtnext.in/news/tamilnadu/20-year-old-wild-tusker-dies-of-electrocution-in-the-nilgiris-749013",Negative,"['wildtusker', 'died', 'electrocution', 'nilgiris', 'pushed', 'tree', 'power', 'line', 'friday', 'according', 'forestdepartment', 'tusker', 'aged', 'around', 'entered', 'banana', 'plantation', 'forestofficials', 'tusker', 'elephantdeath']"
https://twitter.com/pratidintime/status/1725743299032670460#m,#Assam: Retired Army Man Killed In Tusker Attack In Goalpara #ElephantAttack #RetiredArmyMan #AssamPolice #Tusker https://www.pratidintime.com/latest-assam-news-breaking-news-assam/goalpara/assam-retired-army-man-killed-in-tusker-attack-in-goalpara,Negative,"['assam', 'retired', 'army', 'man', 'killed', 'tusker', 'attack', 'goalpara', 'elephantattack', 'retiredarmyman', 'assampolice', 'tusker']"
https://twitter.com/Canary_Gardens/status/1724684502948069784#m,"Ivuga band is back tomorrow night at the gardens, make sure you don't miss it, and enjoy the sweet offers we have #Ivugaband #band #music #Uganda #kampala #party #tusker",Positive,"['ivuga', 'band', 'back', 'tomorrow', 'night', 'gardens', 'make', 'sure', 'dont', 'miss', 'enjoy', 'sweet', 'offers', 'ivugaband', 'band', 'music', 'uganda', 'kampala', 'party', 'tusker']"
https://twitter.com/WNOW_NEWS/status/1724372899719725348#m,මෙතරම් කුරිරු විය හැකිද? #srilankanelephant #elephants #SriLanka #wildlife #JUMBO #tusker #WNowSinhala #lka,Neutral,"['srilankanelephant', 'elephants', 'srilanka', 'wildlife', 'jumbo', 'tusker', 'wnowsinhala', 'lka']"
https://twitter.com/rplellig/status/1724102506928624032#m,"#Tusker, la bière kenyane du ministère de la Défense",Neutral,"['tusker', 'la', 'bire', 'kenyane', 'du', 'ministre', 'de', 'la', 'dfense']"
https://twitter.com/BytesOdisha/status/1723692927715836221#m,5 More Held For #Tusker Electrocution In #Odisha’s #Keonjhar #odishabytes #odishabytesnews https://odishabytes.com/5-more-held-for-tusker-electrocution-in-odishas-keonjhar/,Neutral,"['held', 'tusker', 'electrocution', 'odishas', 'keonjhar', 'odishabytes', 'odishabytesnews']"
https://twitter.com/NWJv9uucRsrfoeB/status/1723297656376811969#m,今日も１日お疲れ様でした 乾杯🍻 #もつ煮 #カットよっちゃん #タスカービール #TUSKER,Neutral,['tusker']
https://twitter.com/odishabhaskar/status/1722925997597565310#m,Wild Tusker Found Dead in Keonjhar District #Odisha #keonjhar #elephant #Tusker https://odishabhaskar.in/breaking/wild-tusker-found-dead-in-keonjhar-district-59711/,Negative,"['wild', 'tusker', 'found', 'dead', 'keonjhar', 'district', 'odisha', 'keonjhar', 'elephant', 'tusker']"
https://twitter.com/janamenglish/status/1722227998735400985#m,Elephant kills mahout in Guruvayoor via @janamtvenglish https://english.janamtv.com/news/kerala/81437/elephant-kills-mahout-in-guruvayoor/ #tusker #elephants #Temple #guruvayoor #mahout,Negative,"['elephant', 'kills', 'mahout', 'guruvayoor', 'via', 'tusker', 'elephants', 'temple', 'guruvayoor', 'mahout']"
https://twitter.com/Canary_Gardens/status/1721769452830937462#m,You are Welcome every Thursday!!! #Ivugaband #band #music #Uganda #kampala #party #tusker,Positive,"['welcome', 'every', 'thursday', 'ivugaband', 'band', 'music', 'uganda', 'kampala', 'party', 'tusker']"
https://twitter.com/GilbyEsse/status/1721755873549451485#m,"I have tons of answers But for DreamWorks, it would be #Tusker, #Larrikins and #Meandmyshadow I want #Dreamworks to revive these fun looking films.",Positive,"['tons', 'answers', 'dreamworks', 'would', 'tusker', 'larrikins', 'meandmyshadow', 'want', 'dreamworks', 'revive', 'fun', 'looking', 'films']"
https://twitter.com/KannadaPrabha/status/1721367665087037509#m,ಬಂಡೀಪುರದಲ್ಲಿ ಆನೆ ಸಾವು: ವರದಿ ಕೇಳಿದ ಅರಣ್ಯ ಸಚಿವ ಈಶ್ವರ್ ಖಂಡ್ರೆ Forest Minister Khandre seeks report on death of tusker in Bandipur #EshwarKhandre #tusker #Death #Bandipur #ಈಶ್ವರ್ಖಂಡ್ರೆ #ಆನೆ #ಸಾವು #ಬಂಡೀಪುರ Read more here: https://bityl.co/M9FI,Negative,"['forest', 'minister', 'khandre', 'seeks', 'report', 'death', 'tusker', 'bandipur', 'eshwarkhandre', 'tusker', 'death', 'bandipur', 'read']"
https://twitter.com/vivek4wild/status/1720999318180724979#m,A perfect #tusker ends a perfect day @kaziranga_ He was waiting for a line of jeeps to move before crossing the path but doing so in a contemplative gentle manner without seemingly a care in the world. Eating grass while waiting! Calm animals are a sign of a secure habitat.,Positive,"['perfect', 'tusker', 'ends', 'perfect', 'day', 'waiting', 'line', 'jeeps', 'move', 'crossing', 'path', 'contemplative', 'gentle', 'manner', 'without', 'seemingly', 'care', 'world', 'eating', 'grass', 'waiting', 'calm', 'animals', 'sign', 'secure', 'habitat']"
https://twitter.com/trailsr/status/1720788150027436515#m,"Devin and her favorite #Tusker, @Ryan_Cole61 ~ I believe she’ll remember #99 as well as she remembers any athlete, throughout her life, pro, college.. any level. GR8ful for the best coaching staff around @SomersFootball 4 enabling special outcomes + connections in our community.",Positive,"['devin', 'favorite', 'tusker', 'believe', 'shell', 'remember', 'well', 'remembers', 'athlete', 'throughout', 'life', 'pro', 'college', 'level', 'grful', 'best', 'coaching', 'staff', 'around', 'enabling', 'special', 'outcomes', 'connections', 'community']"
https://twitter.com/KhanPeter26/status/1720734437132976315#m,Tusker lager can #tusker,Neutral,"['tusker', 'lager', 'tusker']"
