,data,text,stats,links,sentiment
13,https://twitter.com/mkstalin/status/1688094157817229312#m,"73 ஆயிரத்துக்கும் மேற்பட்டோர் பங்கேற்று @GWR சாதனை படைத்துள்ள #கலைஞர்100 பன்னாட்டு மாரத்தான் போட்டியை நடத்திக் காட்டியுள்ளார் மாண்புமிகு @Subramanian_ma அவர்கள். #Guinness சாதனை மாரத்தானாக மட்டுமல்ல, முதன்முறையாக ஆயிரத்துக்கும்  மேற்பட்ட திருநர்களும் பங்கேற்ற வகையில், சமூகநீதி மாரத்தானாகவும் இது திகழ்ந்து கலைஞருக்குச் சிறப்பு சேர்த்துள்ளது. எண்ணிக்கையோடு எண்ணத்திலும் உயர்ந்து #KalaignarCentenaryMarathon அமைந்துள்ளது!  உடலுறுதியையும் உள்ளவுறுதியையும் வளர்க்கும் இத்தகைய விளையாட்டுகள் தொடர்ந்து நடத்தப்பட வேண்டும்! இளைஞர்களும் பொதுமக்களும் அதிக அளவில் ஆர்வத்துடன் இவற்றில் கலந்துகொள்ள வேண்டும் என்பதே என் விருப்பம்.","Aug 6, 2023 · 7:46 AM UTC","{'comments': 91, 'retweets': 1024, 'quotes': 29, 'likes': 2253}",Neutral
14,https://twitter.com/CuttySarkPub/status/1745153426852348295#m,Quiz night in January? Make it alcohol free! Check out our alcohol free selection - including Guinness 0% 😍 • • • #dryjanuary #cuttysarkpub #youngspubs #guinnesszero #guinness #quiznight,"Jan 10, 2024 · 6:39 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Positive
15,https://twitter.com/JEANNYCLIFFORD/status/1745148740132839748#m,Found this photo signed by my dear boss @ #TempleMeads Laurie Spooner  🏆It’s from one of the annual #bowls tournaments betw #BritishRail’s #Speedlink & #Guinness at #ParkRoyal   - a v 80s way to build relationships with a top #freight #customer🏆  #railwayfamily #railwayhistory,"Jan 10, 2024 · 6:20 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 3}",Positive
16,https://twitter.com/SpreadEagleNW1/status/1745140624209150279#m,Six Nations 2024… Are you ready for it?  Because we sure are! With plenty of Guinness at the ready.   Join us in the heart of Camden to watch the 2024 Championship from the second best view point after the stadium itself… The PUB 🍻🎉  #sixnations #rugby #guinness #dryjanuary,"Jan 10, 2024 · 5:48 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Positive
17,https://twitter.com/ExBeefeaterDave/status/1745126163775730153#m,"A great time @ the #Guinness Storehouse @HomeOfGuinness today.  A very informative (self-guided tour), followed by a few pints of #LiffeyWater As I had a Golden Ticket (or 4), I had to indulge 👍🍺🇮🇪☘️😊","Jan 10, 2024 · 4:51 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 13}",Positive
18,https://twitter.com/Hmoonwindlesham/status/1745123182573494611#m,The countdown to the six nations has begun! Book your table now and join the scrum. #youngsrugby #youngspubs #sixnations #guinness,"Jan 10, 2024 · 4:39 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Positive
19,https://twitter.com/Chivnail/status/1745100142263292156#m,"""Nah, that's a bit steep. They've basically #Guinness at the other place.""  'Basically Guinness' at the other place:","Jan 10, 2024 · 3:07 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
20,https://twitter.com/eVisitorGuide/status/1745099183365771753#m,Looking for a great Guinness pour? @DeclansPubChi in Chicago is the place! Cozy pub in popular Old Town neighborhood with plenty of screens to catch the games. https://evisitorguide.com/chicago/brochures/declans-irish-pub-bar-old-town-chicago.php #travel #budgettravel #pubs #burgers #guinness #beer #whisky,"Jan 10, 2024 · 3:04 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}",Positive
21,https://twitter.com/TheBetjemanArms/status/1745080598232805759#m,The Six Nations is in less than a month and we hope you’re as excited as Alex is! 🏉🍻 Grab your squad and book your turf now!  #youngspubs #youngspublife #youngspubspeople #guinness #sixnations,"Jan 10, 2024 · 1:50 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}",Positive
22,https://twitter.com/rotundalondon/status/1745073265561801051#m,"Catch all the #SixNations games at Rotunda. 🏉⁠ ⁠ Your seat, your pint and your perfect sports bar are waiting for you in Kings Cross. 🍻⁠ ⁠ Level up your viewing with our Sports Package; two pints of #Guinness plus a cheeseburger and chips for £25 plus the best seats.","Jan 10, 2024 · 1:21 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Positive
23,https://twitter.com/eVisitorGuide/status/1745069988233220233#m,"Looking for a cozy pub near @TheMagMile & #navypier? Make @LizziesIrishPub part of your #Chicago plans! Great bar food, plenty of #drink, and TVs to watch the games. https://evisitorguide.com/chicago/brochures/lizzie-mcneills-irish-pub-chicago-riverwalk.php #Chicago #travel #magmile #sightseeing #dining #nightlife #guinness @NavyPier","Jan 10, 2024 · 1:08 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Positive
24,https://twitter.com/virendrajourno/status/1745065510671446373#m,Ayodhya buzz gathering momentum! https://www.economypost.in/uttar-pradesh/ayodhya-eyeing-solar-streetlights-world-record/ #uttarpradesh #yogiadityanath #ayodhya #solarlights #economypost #virendrasinghrawat #guinness #tourism #ramtemple @UPGovt @myogiadityanath @virendrajourno @Economy_Post1 @_InvestUP,"Jan 10, 2024 · 12:50 PM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 2}",Neutral
25,https://twitter.com/Talkingpicspod/status/1745062494953955362#m,Join Brian and David as they discuss Aquaman and the Lost Kingdom.  https://open.spotify.com/episode/5JoRztX0DmjkaSraT8KMnY?si=kQ8Xix7BRoubA-v5i4ofTw #aquaman #aquamanandthelostkingdom #dc #dceu #blackmanta #orm #meera #guinness #superman #wonderwoman #batman #shazam #flash #cyborg #justiceleague #warnerbrothers #jasonmomoa,"Jan 10, 2024 · 12:38 PM UTC","{'comments': 0, 'retweets': 2, 'quotes': 0, 'likes': 2}",Neutral
26,https://twitter.com/esloganmagazine/status/1745047081071362196#m,"Las botas de Guinness con la suela en forma de cerveza: ""Foot Pints"". https://www.esloganmagazine.com/botas-de-guinness-suela-cerveza-foot-pints/ #Guinness #FootPints #Marketing","Jan 10, 2024 · 11:37 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
27,https://twitter.com/hangzhoufeel/status/1745045326111850976#m,"The recently unveiled pedestrian bridge🌉 over the Grand Canal in Gongshu, #Hangzhou, crossing between the east and west banks of the river🌊, was recognized by the #Guinness World Records as the world's longest-span inverted fink truss bridge.👍 https://bit.ly/48KzqBD","Jan 10, 2024 · 11:30 AM UTC","{'comments': 0, 'retweets': 1, 'quotes': 2, 'likes': 4}",Positive
28,https://twitter.com/handandspear/status/1745041463598051346#m,Guinness Six Nations is starting up again!🏉🍻  Check out our Packages available to book online📲  Join us for the first round:  •France🇫🇷VS Ireland🇮🇪 2nd Feb 20:00 •Italy🇮🇹 VS England🏴󠁧󠁢󠁥󠁮󠁧󠁿 3rd Feb 14:15 •Wales🏴󠁧󠁢󠁷󠁬󠁳󠁿 VS Scotland🏴󠁧󠁢󠁳󠁣󠁴󠁿 3rd Feb 16:45 @YoungsPubs #SixNations #Guinness,"Jan 10, 2024 · 11:14 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}",Positive
29,https://twitter.com/ColvillNatalie/status/1743248872011366911#m,Check out #Guinness #Bear #ZooKeeper #PhotoFrame G0115 16.0cm X20.0cm https://www.ebay.co.uk/itm/386323892025?mkcid=16&mkevt=1&mkrid=711-127632-2357-0&ssspo=z5Cm70S_SCy&sssrc=2524149&ssuid=z5Cm70S_SCy&var=&widget_ver=artemis&media=TW #eBay via @eBay_UK,"Jan 5, 2024 · 12:31 PM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 0}",Neutral
30,https://twitter.com/ColvillNatalie/status/1743224354467446901#m,Check out #Guinness #Collectables #MyGoodnessMyGuinness #mug #Sealion #Ostrich #Cup https://www.ebay.co.uk/itm/386377153474?mkcid=16&mkevt=1&mkrid=711-127632-2357-0&ssspo=z5Cm70S_SCy&sssrc=2524149&ssuid=z5Cm70S_SCy&var=&widget_ver=artemis&media=TW #eBay via @eBay_UK,"Jan 5, 2024 · 10:54 AM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 0}",Neutral
31,https://twitter.com/eVisitorGuide/status/1745000279534112887#m,"Make @DeclansPubChi part of your #Chicago plans. Enjoy all your fav foods, drink, sports, and music at this great neighborhood pub. Located in @OldTownCHI with nice summertime patio. https://evisitorguide.com/chicago/brochures/declans-irish-pub-bar-old-town-chicago.php #travel #budgettravel #pubs #burgers #guinness #beer #whisky","Jan 10, 2024 · 8:31 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Positive
32,https://twitter.com/ebonyandivry/status/1744994719384715487#m,"If  this means I'm smooth brained, that okay. It just tastes good.  #Guinness #irishchocolatemilk #smooth","Jan 10, 2024 · 8:08 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Positive
33,https://twitter.com/footballmemorys/status/1744957795777056844#m,Advertisment for Guinness   #Guinness #Football #Ads #Posters,"Jan 10, 2024 · 5:42 AM UTC","{'comments': 0, 'retweets': 2, 'quotes': 0, 'likes': 7}",Neutral
34,https://twitter.com/ukskippy72/status/1744940217608655023#m,Double parked #guinness,"Jan 10, 2024 · 4:32 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 32}",Neutral
35,https://twitter.com/estoesnoticioso/status/1666344610455535616#m,"#Diageo es una empresa mundial, con marcas que incluyen los whiskies #JohnnieWalker, #CrownRoyal, #JεB, #Buchanan’s y #Windsor, los vodkas #Smirnoff, #Cîroc y #KetelOne, #CaptainMorgan, #Baileys, #DonJulio, #Tanqueray y #Guinness.  https://estoesnoticioso.wixsite.com/my-site/post/diageo-recomienda-sorprender-a-pap%C3%A1-con-c%C3%B3cteles","Jun 7, 2023 · 7:21 AM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 1}",Neutral
36,https://twitter.com/FlyerTalkerinA2/status/1744860355090587767#m,"2023 Annual #Best of Lists #3: 52 Interesting Things Learned, Oddest #Guinness World Records, Best #Podcasts & TV Shows, Best #Travel #Photos - #Travel Blogger Buzz https://buff.ly/47psuZI","Jan 9, 2024 · 11:15 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}",Positive
37,https://twitter.com/RobertESheridan/status/1744859594755592464#m,@EireScientist Conan is on the Raz!!!! #Guinness,"Jan 9, 2024 · 11:11 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
38,https://twitter.com/esloganmagazine/status/1744835939770499474#m,Guinness snow boots with beer-shaped soles. https://en.esloganmagazine.com/guinness-boots-foot-pints/ #Guinness #FootPints #Marketing,"Jan 9, 2024 · 9:38 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
39,https://twitter.com/IGOR2691/status/1743623850938585402#m,#Vintage #Collectible #Soviet Old #Photo #Camera Smena 8M. #Lomo  it's actually in the #Guinness Book #Retro 80s. #Interiordesign #HomeDecor #Collectible #etsy https://etsy.me/2YjmL64,"Jan 6, 2024 · 1:21 PM UTC","{'comments': 0, 'retweets': 2, 'quotes': 0, 'likes': 0}",Neutral
40,https://twitter.com/PortalCubaSi/status/1744794432472232089#m,Prevé Jhoen Lefont sumar nuevos récords #Guinness en 2024 #Cuba cubasi.cu/es/noticia/preve-j…,"Jan 9, 2024 · 6:53 PM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 1}",Neutral
41,https://twitter.com/TypAusKaernten/status/1744791921006920172#m,Cheers. #Guinness #Motörhead,"Jan 9, 2024 · 6:43 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}",Positive
42,https://twitter.com/PoppaReeves/status/1744764254400483786#m,One of the best places on earth for a #Guinness,"Jan 9, 2024 · 4:53 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}",Positive
43,https://twitter.com/StephenApo27665/status/1744755599512866884#m,Her record-breaking culinary marathon is not just about breaking cooking records; it’s about breaking barriers and inspiring the new generation to dream big and reach for the stars.  https://wp.me/pfnRmP-5b #FAILACOOKATHON #Guinness,"Jan 9, 2024 · 4:18 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}",Positive
44,https://twitter.com/ddskier/status/1744751468261822822#m,"Let’s Create History! Join over 500+ visionaries in a historic event - we will create our vision boards as we aim to set a #Guinness World Record! This isn't just an event; it's a life-changing experience on Jan 19, 2024, 9 -11 AM PST.    Register here: https://hubs.li/Q02fP28y0","Jan 9, 2024 · 4:02 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}",Positive
45,https://twitter.com/museumsireland/status/1744749458384969942#m,🤣🤣  Arthurian #Guinness could become a thing..😏,"Jan 9, 2024 · 3:54 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 1}",Neutral
46,https://twitter.com/JTAH_1990/status/1683105577793368064#m,"BLOG  BELFAST, NORTHERN IRELAND  https://bit.ly/44VGGsF https://bit.ly/3qRwbYI https://bit.ly/3rEI0Sj https://bit.ly/45K36OL #UK #NornIron #Blog #Tayto #Guinness #GaeltachtQuarter #Belfast #NorthernIreland #Travel #ShankillRoad #UlsterFry #Craic","Jul 23, 2023 · 1:23 PM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 0}",Neutral
47,https://twitter.com/JTAH_1990/status/1694719412232954153#m,"BLOG  BELFAST, NORTHERN IRELAND  bit.ly/44VGGsF bit.ly/3qRwbYI bit.ly/3rEI0Sj bit.ly/45K36OL #UK #NornIron #Blog #Tayto #Guinness #GaeltachtQuarter #Belfast #NorthernIreland #Travel #ShankillRoad #UlsterFry #Craic","Aug 24, 2023 · 2:32 PM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 0}",Neutral
48,https://twitter.com/Viciupacciu/status/1744374313724125340#m,"Ebbene no, non trasporta benzina 🤩🍺🇮🇪😍🥰❤️  #Dublino 🇮🇪❤️ #Guinness 🍺💛  #Dublin #Irlanda #Ireland #ViciuPacciu #Travel #Viaggiare #Photography #StreetPhotography #TravelMemories #TravelTheWorld","Jan 8, 2024 · 3:03 PM UTC","{'comments': 6, 'retweets': 4, 'quotes': 0, 'likes': 23}",Negative
49,https://twitter.com/EirePrints/status/1744677626994651228#m,🌎𝗙𝗥𝗘𝗘 𝗪𝗼𝗿𝗹𝗱𝘄𝗶𝗱𝗲 𝗗𝗲𝗹𝗶𝘃𝗲𝗿𝘆! 🇮🇪 🍀𝗠𝘂𝗹𝘁𝗶𝗽𝗹𝗲 𝗣𝗿𝗼𝗺𝗼𝘁𝗶𝗼𝗻𝘀 𝗔𝘃𝗮𝗶𝗹𝗮𝗯𝗹𝗲! 🇮🇪 🌟𝗩𝗶𝘀𝗶𝘁 : EirePrints.com 🇮🇪 ☘️𝗟𝗶𝗻𝗸 𝗶𝗻 𝗕𝗶𝗼. 🇮🇪 . . #Guinness #whiskey #Connemara #roots,"Jan 9, 2024 · 11:08 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
50,https://twitter.com/esloganmagazine/status/1744669342124433566#m,"Las botas de Guinness con la suela en forma de cerveza: ""Foot Pints"". https://www.esloganmagazine.com/botas-de-guinness-suela-cerveza-foot-pints/ #Guinness #FootPints #Marketing","Jan 9, 2024 · 10:36 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
51,https://twitter.com/PerezThirteen/status/1744655829205131679#m,My first time visiting the Molly Wee Pub & Restaurant. Our office is in the neighborhood.   #TheMollyWeePubAndPubRestaurant #TheMollyWee #PubsNYC #RestaurantsNYC #IrishPubsNYC #IrishRestaurantsNYC #Guinness #JamesonIrishWhiskey #Jameson #JamesonBlackBarrel,"Jan 9, 2024 · 9:42 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
52,https://twitter.com/yenijournal/status/1744652620138946687#m,"4 bin 500 kilometrelik hamur işiyle Guinness rekoru kırıldı  #Meksika'nın başkenti Meksiko'da geleneksel bir unlu mamül olan ""Krallar Galetası/Halkası"" (Rosca de Reyes), 4 bin 500 kilometre uzunluğuyla #Guinness Dünya Rekorunu kırdı. Rekor kaydedildikten sonra halk, hamur işinden parçalar alarak evlerine götürdü.  #GuinnessWorldRecords","Jan 9, 2024 · 9:29 AM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 1}",Neutral
53,https://twitter.com/11therock/status/1744642833389395993#m,18:00~3:00OPENです！ 今日もまったりお待ちしてます🌟  #PUNK #IPA #パンク #GUINNESS #ギネス #Carlsverg #カールスバーグ #Hoegaarden #ヒューガルデン #名物 #えびめし,"Jan 9, 2024 · 8:50 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
54,https://twitter.com/Jennife41545827/status/1744634597126853006#m,哈尔滨冰雪大世界获“世界最大的冰雪主题乐园”吉尼斯世界纪录称号 | Guinness reconoce el Mundo de Hielo y Nieve de Harbin #harbin #guinness,"Jan 9, 2024 · 8:17 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 2}",Neutral
55,https://twitter.com/eVisitorGuide/status/1744630592270901622#m,"A short walk from #NavyPier and the #MagMile, @LizziesIrishPub is your place for #comfortfood & drink with friendly staff. Plus large warm-weather riverside patio. https://evisitorguide.com/chicago/brochures/lizzie-mcneills-irish-pub-chicago-riverwalk.php #Chicago #travel #budgettravel #sightseeing #bars #dining #nightlife #guinness","Jan 9, 2024 · 8:02 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Positive
56,https://twitter.com/eVisitorGuide/status/1744628383818883368#m,"Looking for a cozy pub? Head to @DeclansPubChi in #Chicago's #OldTown for a warm, friendly #Irish pub. Great food, drink, and music. Make some new friends! https://evisitorguide.com/chicago/brochures/declans-irish-pub-bar-old-town-chicago.php #travel #sightseeing #budgettravel #pubs #burgers #guinness #beer #whisky","Jan 9, 2024 · 7:53 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Positive
57,https://twitter.com/LeliwTony/status/1744611308958326926#m,"TRAVEL FIND: It is said that #Guinness tastes better in #Ireland. So, if you're a fan of the black stuff, no trip to the Emerald Isle would be complete without trying a creamy pint. Outside of Ireland, #Manchester is the next best place. Photo: Alamy","Jan 9, 2024 · 6:45 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 2}",Positive
58,https://twitter.com/ChineseEmb_FJ/status/1744600895504142660#m,"🎉The Harbin Ice-Snow World successfully challenged the #Guinness World Record for the largest ice and snow-themed amusement park! If you love winter❄, you will fall in love with #Harbin!","Jan 9, 2024 · 6:04 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 2}",Positive
59,https://twitter.com/zhengniushi/status/1744309219204206751#m,"On January 5th, #Harbin #Ice and #Snow World successfully challenged the #Guinness World Record with an area of 810,000 square meters, earning the title of ""World's Largest Ice and Snow #ThemePark.""","Jan 8, 2024 · 10:45 AM UTC","{'comments': 0, 'retweets': 4, 'quotes': 3, 'likes': 5}",Positive
60,https://twitter.com/Tee_Island01/status/1744573875000889427#m,Personalized Guinness Beer Greatest Dad Men Wallet For Beer Lover Link to buy : https://usalast.com/cross/personalized-guinness-beer-greatest-dad-men-wallet-for-beer-lover/ #Wallet #FathersDay #Beer #Guinness,"Jan 9, 2024 · 4:16 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Positive
61,https://twitter.com/hoy_paraguay/status/1744559216302403927#m,"🎡❄️☃️El Mundo de Hielo y Nieve de #Harbin, que abarca más de 810 mil metros cuadrados, obtuvo recientemente el título de Récord Mundial #Guinness por el ""parque de atracciones temático de hielo y nieve más grande del mundo"".  #China #GuinnessWorldRecord #viaje","Jan 9, 2024 · 3:18 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
62,https://twitter.com/WeekToWeekNotes/status/1744548106899689619#m,Pint&Pen&Paper Week 54 (Vol I)  #GuinnessChallengeSeason #GetDrakeOnGuinness #Penix #WWERaw #DonovanEdwards #CFBPlayoff #CollegeFootball #CFPChampionship #Guinness #NationalChampionship #Bauer #TaylorSwift https://open.substack.com/pub/weektoweeknotes/p/pint-and-pen-and-paper-week-54-vol?r=etq1c&utm_campaign=post&utm_medium=web,"Jan 9, 2024 · 2:34 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
63,https://twitter.com/oakparkhyd/status/1744527290728432084#m,👉Interesting Fact ! 👉follow us @ theoakparkschool.com 👉call us @ 099120 27817 👉email us : info@theoakparkschool.com 👉Admissions open for 2024-25 👉Nursery - Grade 8  #oakpark #oakparkschool #Admissions2024 #nurserytograde8 #interestingfact #guinessworldrecord #guinness,"Jan 9, 2024 · 1:11 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
64,https://twitter.com/FlyerTalkerinA2/status/1744497212694970667#m,"2023 Annual #Best of Lists #3: 52 Interesting Things Learned, Oddest #Guinness World Records, Best #Podcasts & TV Shows, Best #Travel #Photos - #Travel Blogger Buzz https://buff.ly/47psuZI TBB on!","Jan 8, 2024 · 11:12 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}",Positive
65,https://twitter.com/jonnyblair/status/1743615819823698080#m,Guinness on the North Korea to South Korea border (on the NORTH side of course!). #blackstuff #stout #guinness #DMZ #Panmunjom #NorthKorea #realkorea #DPRK #Pdrk #dontstopliving https://dontstopliving.net/thirsty-thursdays-drinking-guinness-at-the-north-korea-to-south-korea-border-at-panmunjom-dmz/,"Jan 6, 2024 · 12:49 PM UTC","{'comments': 5, 'retweets': 1, 'quotes': 0, 'likes': 1}",Neutral
66,https://twitter.com/IsaacNketi93028/status/1744458877494562892#m,POLYGA THON  #Guinness book of records #   Ghana 🇬🇭 all the way .⚡️💫🌙,"Jan 8, 2024 · 8:39 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 1}",Neutral
67,https://twitter.com/esloganmagazine/status/1744455684379279591#m,Guinness snow boots with beer-shaped soles. https://en.esloganmagazine.com/guinness-boots-foot-pints/ #Guinness #FootPints #Marketing,"Jan 8, 2024 · 8:27 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
