,cleaned_text,sentiment,stats,comments,retweets,quotes,likes
44,watuuu today is the day blankets and wine event is finally happening at the moi international sports centre kasarani lets turn up and enjoy tusker cider tupataneblankets welivefortaste,Positive,"Oct 1, 2023 · 7:51 PM UTC",0,0,0,2
45,today is the day tupatane blankets courtesy of kuja uenjoy your favorite drink tusker cider hapa buy 2 6 pack tusker cider and get a ticket welivefortaste tupataneblankets enjoy tusker cider,Positive,"Oct 1, 2023 · 7:50 PM UTC",0,0,0,1
46,wadau tupatane at blankets and wines event today  so buy 2 6 pack tusker cider to get a ticket usiwachwe nyuma kuenjoy ni lazima na tusker cider welivefortaste tupataneblankets,Neutral,"Oct 1, 2023 · 7:46 PM UTC",0,0,0,1
47,do you want to become a cloud architect learn these 1 aws 2 vercel 3 google cloud 4 hetzner insidedrugcountry bbnaijaallstars tupataneblankets sundaylive welivefortaste,Positive,"Oct 1, 2023 · 7:46 PM UTC",0,0,0,3
48,do you want to be a frontend developer learn these 1 html 2 css 3 javascript react  vue  svelte insidedrugcountry happy new month bbnaijaallstars tupataneblankets sundaylive welivefortaste,Positive,"Oct 1, 2023 · 7:43 PM UTC",0,0,0,2
49,you can learn uiux design you can monetize the skill too learn the following 1 figma 2 sketch 3 adobe xd insidedrugcountry happy new month bbnaijaallstars tupataneblankets sundaylive welivefortaste,Positive,"Oct 1, 2023 · 7:42 PM UTC",1,0,0,8
50,leo ndio ile siku tupataneblankets and wines buy 2 6 pack tusker cider to get a ticket welivefortaste see you there,Neutral,"Oct 1, 2023 · 7:28 PM UTC",0,0,0,0
51,siku ni leo nawaambia wadau welivefortaste situpatane blanketsbuy 2 6 pack tusker cider to get a ticket situtoklezee leo we enjoy tusker cider tupataneblankets,Positive,"Oct 1, 2023 · 7:23 PM UTC",0,0,0,0
52,leo ni leo tupataneblankets at the laureate gardens kasaranijoin us lets enjoy tusker ciderremember buy 2 6 pack tusker cider to get a ticket  manze hii ni yetu coz welivefortaste,Positive,"Oct 1, 2023 · 7:16 PM UTC",0,0,0,1
53,leo ndio ile siku tupataneblankets and wines visit thebarcom to purchase tickets or buy 2 6 pack tusker cider to get a ticket welivefortaste see you there,Neutral,"Oct 1, 2023 · 7:13 PM UTC",0,1,0,0
54,today is the day kosa uchekwe join us for the blankets and wines with  buy 2 6 pack of tusker cider to get a ticket tupataneblankets welivefortaste,Positive,"Oct 1, 2023 · 7:11 PM UTC",0,0,0,0
55,watuuu today is the day tupataneblankets for the blankets  wine event simply buy 2 6 pack tusker cider to get a ticket tujienjoy na tusker cider welivefortaste,Neutral,"Oct 1, 2023 · 7:04 PM UTC",0,0,0,1
56,tupatane blankets and wine hii must tufike we just buy 2 6pack tusker cider to gain access to the premium blankets and wines party by pale laureate gardenskasarani leo 1102023 tupataneblankets welivefortaste,Positive,"Oct 1, 2023 · 7:04 PM UTC",0,1,0,1
57,today is the day tupatane blankets people love speak positively the tusker cider brand buy 2 6 pack tusker cider to get a ticket dont miss out tupataneblankets welivefortaste,Positive,"Oct 1, 2023 · 6:57 PM UTC",0,0,0,0
58,mambo ni mto moto happynewmonthfamz sundayvibes eldoret welivefortaste patlama bbnaijaallstars,Neutral,"Oct 1, 2023 · 6:56 PM UTC",0,0,0,0
59,today is the daytupatane blankets tupige positive vibes huku tukisip our tusker cider  hii hamuwezi kosa buy 2 6 pack tusker cider to get a ticket tupataneblanketswelivefortaste,Positive,"Oct 1, 2023 · 6:54 PM UTC",0,1,0,0
60,todays the day folks join us at tupataneblankets for a legendary time and savor the delicious taste of tusker cider to grab your ticket simply get 2 sixpacks of tusker cider see you there welivefortaste tupatane laureate gardens kasa,Positive,"Oct 1, 2023 · 6:44 PM UTC",0,0,0,0
61,the much awaited blankets  wines event is happening today 1st october 2023 come enjoy the deliciously crisp premiumcrafted  refreshing tusker cider buy a 2 6pack tusker cider for a ticket tupataneblankets welivefortaste,Positive,"Oct 1, 2023 · 6:42 PM UTC",0,0,0,1
62,guys today is the day its going down and youd want to be part of greatness tupataneblankets and witness it all coz welivefortaste get yourself a ticket by buying 2 6pack tusker cider from you dont wanna miss this,Positive,"Oct 1, 2023 · 6:41 PM UTC",0,4,0,5
63,october ni parte after parte hii lazima tufike easy just buy 2 6pack tusker cider to gain access to the premium blankets and wines party by pale laureate gardenskasarani tupataneblankets welivefortaste,Positive,"Oct 1, 2023 · 6:40 PM UTC",0,3,0,3
64,my pips today is the day tupataneblankets for the blankets  wine event simply buy 2 6 pack tusker cider to get a ticket tujienjoy na tusker cider welivefortaste,Neutral,"Oct 1, 2023 · 6:36 PM UTC",0,0,0,0
65,wadauleo sasa ndio siku ya sherehe tupatane blankets we groove and soak up the melodies while sipping and enjoying tusker cider lets turn up buy 2 6 pack tusker cider to get a ticket tupataneblankets welivefortaste,Positive,"Oct 1, 2023 · 6:27 PM UTC",0,1,0,1
66,today is the day tupatane blankets courtesy of kuja uenjoy your favorite drink tusker cider hapa buy 2 6 pack tusker cider and get a ticket welivefortaste tupataneblankets enjoy tusker cider,Positive,"Oct 1, 2023 · 6:21 PM UTC",0,0,0,0
67,tusker cider is an official drink of good times great friends and unforgettable memories cheers welivefortaste party day is here tupatane blanketsbuy 2 6 pack tusker cider to get a ticket wadau kujeni we enjoy tusker cider tupataneblankets,Positive,"Oct 1, 2023 · 6:17 PM UTC",0,1,0,3
68,turn up for the blankets and wine event today and enjoy tusker cider and you gotta love the beauty of tusker cider buy two 6pack tusker cider to get a ticket tupataneblankets welivefortaste,Positive,"Oct 1, 2023 · 6:11 PM UTC",0,0,0,0
69,wadau leo ndo ile siku date 1st october 2023 courtesy of brand tusker cider shikisha 2 6pack cider ndo upate access to the premium blankets and wines party proudly brought to you by tupataneblankets welivefortaste,Positive,"Oct 1, 2023 · 6:09 PM UTC",0,3,0,4
70,guys leo ndio ile siku tupataneblankets event is going down courtesy of remember to buy 2 6 pack tusker cider to get your ticket usikose welivefortaste,Positive,"Oct 1, 2023 · 5:57 PM UTC",0,0,0,0
71,hey tweeps all the goods vibes and great times are happening today courtesy of brand tusker cider buy two 6pack cider to gain access to the premium blankets and wines party proudly brought to you by tupataneblankets welivefortaste,Positive,"Oct 1, 2023 · 5:49 PM UTC",0,2,0,2
72,wakurugenzi leo ndo ile siku ysa sherehe ni moja tupatane blankets and enjoy tusker cider drink all you have to do is buy 2 6 pack tusker cider to get a ticket tell a friend to tell a friend dont miss tupataneblankets welivefortaste,Positive,"Oct 1, 2023 · 5:45 PM UTC",0,2,0,3
73,today is the day tupataneblanketscome all lets enjoy tusker cider together remember unabuy 2 6 pack tusker cider to get a ticket  manze hii n yetu haiezi tupita coz welivefortaste,Positive,"Oct 1, 2023 · 5:43 PM UTC",0,0,0,1
74,wazito today is the day tupataneblankets for the blankets  wine event simply buy 2 6 pack tusker cider to get a ticket tujinice na tusker cider welivefortaste,Neutral,"Oct 1, 2023 · 5:42 PM UTC",0,0,0,0
75,guys courtesy of blankets and wine is the place to be today to have fun with friends as you enjoy tusker cider 330ml buy 2 6 pack tusker cider to get a ticket dont miss today is the day tupatane blankets welivefortaste tupataneblankets,Positive,"Oct 1, 2023 · 5:39 PM UTC",0,1,0,1
76,october tunaingia na sherehe wadau hii lazima tufike easy just buy 2 6pack tusker cider to gain access to the premium blankets and wines party by pale laureate gardenskasarani tupataneblankets welivefortaste,Positive,"Oct 1, 2023 · 5:38 PM UTC",0,3,0,4
77,today is the day tupatane blankets courtesy of kuja uenjoy your favorite drink tusker cider hapa buy 2 6 pack tusker cider and get a ticket welivefortaste tupataneblankets enjoy tusker cider msikose,Positive,"Oct 1, 2023 · 5:31 PM UTC",1,0,0,0
78,yall dont wanna miss this the blankets and wine event is happening today and your tusker cider is ready buy 2 6 pack tusker cider to get a ticket today is the day tupatane blankets tupataneblankets welivefortaste,Positive,"Oct 1, 2023 · 5:29 PM UTC",0,0,0,1
79,leo ni ile siku lets have a blast tukienjoy some tusker cider and make unforgettable memories today is the day tupatane blanket buy 2 6pack tusker cider to get a ticket welivefortaste tupataneblankets,Neutral,"Oct 1, 2023 · 5:28 PM UTC",0,1,0,0
80,today is the day tupatane blankets sending positive vibes go buy 2 6 pack tusker cider pack and to get a ticket tujibambe leo tupataneblankets welivefortaste,Positive,"Oct 1, 2023 · 5:27 PM UTC",0,1,0,1
81,wakuu sherehe ishaanza today is the daytupatane blankets tupige positive vibes huku tukisip our tusker cider and great m tupataneblanketswelivefortaste,Positive,"Oct 1, 2023 · 5:22 PM UTC",0,0,0,1
82,form leo ni tupataneblankets kutafuta monday blues ukishika 6 pack zako mbili za tusker cinder unapata ticket pap na msiseme mwezi iko kona because welivefortaste,Neutral,"Oct 1, 2023 · 5:19 PM UTC",2,2,0,2
83,october imeaza na vibe wasee turn up for the blankets and wine event happening today courtesy of tusker cider kupata ticket ni rahisijust buy 2 6pack tusker cidertupataneblankets welivefortaste,Positive,"Oct 1, 2023 · 5:09 PM UTC",0,1,0,2
84,its not to late to get a ticket buy 2 6pack of tusker cider and get your self a ticket leo ndio ile siku tupatane blankets tupataneblankets welivefortaste,Neutral,"Oct 1, 2023 · 5:08 PM UTC",0,11,0,10
85,yoooh majamaa tupatane blankets and wines event ni leo  so buy 2 6 pack tusker cider to get a ticket usilalishe kwanza make sure umeenjoy tusker cider welivefortaste tupataneblankets,Positive,"Oct 1, 2023 · 5:05 PM UTC",0,3,0,3
86,finally the day is heretupatane blankets and wine event going down today dont missenjoy a cold tusker cider as the day goes downbuy 2 6 pack tusker cider to get a tickettupataneblankets welivefortaste,Neutral,"Oct 1, 2023 · 5:04 PM UTC",0,2,0,4
87,tupataneblankets welivefortaste,Neutral,"Oct 1, 2023 · 5:03 PM UTC",0,0,0,1
88,blankets and wine is going down today buy 2 six packs of tusker cider to get a ticket and get to enjoy the fresh and crisp taste welivefortaste tupataneblankets,Positive,"Oct 1, 2023 · 5:01 PM UTC",0,1,0,1
89,guys check out this out happy new month tusker cider iphones pgmol riga latvia uhuru gardens faith kipyegon matip buy 2 6 blessed sunday watkins rashford kibera afcon tupataneblankets totliv welivefortaste celtics,Positive,"Oct 1, 2023 · 4:54 PM UTC",2,49,0,46
90,guys today is the day tupataneblankets buy 2 6 pack tusker cider to get a ticket welivefortaste positive sentiment  have people love speak positively the tusker cider brand dont miss out,Positive,"Oct 1, 2023 · 4:48 PM UTC",0,0,0,2
91,come it is really amazing tupataneblankets welivefortaste,Positive,"Oct 1, 2023 · 4:45 PM UTC",0,0,0,0
92,leo ni leo tupatane blanket key selling piont  to have a positive love and speak the tusker cider brand buy a 2 six pack tusker cider to get a ticket join now it is today tupataneblankets welivefortaste,Positive,"Oct 1, 2023 · 4:43 PM UTC",2,1,0,1
93,wakuu today is the day tupatane blankets we groove and soak up the melodies while sipping and enjoying tusker cider dont miss out on this buy 26 pack tusker cider to get a ticket tupataneblankets welivefortaste tupataneblankets,Positive,"Oct 1, 2023 · 4:42 PM UTC",0,1,0,1
94,bado blankets and wine inaendelea wadau get to enjoy tusker cider when at the event   tusker cider  liver performance    fikeni mko wapi tuenjoy a cold cider pamoja huku blankets and wine tupataneblankets welivefortaste,Positive,"Oct 1, 2023 · 4:30 PM UTC",3,3,0,5
95,all the goods vibes and great times are happening today courtesy of brand tusker cider buy 2 6pack cider to gain access to the premium blankets and wines party proudly brought to you by tupataneblankets welivefortaste,Positive,"Oct 1, 2023 · 4:17 PM UTC",0,0,0,0
96,today is the day tupatane blanketsits more than just a sherehe its the magic that happen when we beer together buy 2 6 pack tusker cider to get a ticketshare the greatness welivefortaste tupataneblankets,Neutral,"Oct 1, 2023 · 4:16 PM UTC",0,4,0,5
97,today is the day tupataneblankets simply buy 2 6 pack tusker cider to get a ticket kujeni tujiburudishe na tusker cider welivefortaste,Neutral,"Oct 1, 2023 · 4:15 PM UTC",0,0,0,1
98,cant wait to indulge in the goodness getting my taste buds ready for the welivefortaste event tonight blankets  wine is happening on 1st octthe event is today buy 2 6 pack tusker cider to get a ticket tupataneblankets tupatane,Positive,"Oct 1, 2023 · 4:14 PM UTC",0,1,0,2
99,leo ni ile siku tupatane blankets and enjoy tusker cider drink all you have to do is buy 2 6 pack tusker cider to get a ticket tell a friend to tell a friend dont miss tupataneblankets welivefortaste,Positive,"Oct 1, 2023 · 4:14 PM UTC",0,0,0,1
100,today is the day tupatane balnketsgrab yourself a ticket by buying 2 6pack tusker cider you dont wanna miss the experience tupataneblankets welivefortaste,Positive,"Oct 1, 2023 · 4:14 PM UTC",0,0,0,0
101,today is the day tupatane blankets buy 2 6 pack tusker cider to get a ticket enjoy tusker cider welivefortaste tupataneblankets,Positive,"Oct 1, 2023 · 4:11 PM UTC",0,4,0,6
102,getting my taste buds ready for the welivefortaste event tonightcant wait to indulge in the goodness blankets  wine is happening on 1st octthe event is today are you ready buy 2 6 pack tusker cider to get a ticket tupataneblankets dont miss,Positive,"Oct 1, 2023 · 4:05 PM UTC",0,1,0,1
103,getting my taste buds ready for the welivefortaste event tonight cant wait to indulge in the goodness blankets  wine is happening on 1st octthe event is today are you ready buy 2 6 pack tusker cider to get a ticket tupataneblankets now,Positive,"Oct 1, 2023 · 4:03 PM UTC",0,1,0,0
104,getting my taste buds ready for the welivefortaste event tonight cant wait to indulge in the goodness blankets  wine is happening on 1st octthe event is today are you ready buy 2 6 pack tusker cider to get a ticket tupataneblankets today,Positive,"Oct 1, 2023 · 4:01 PM UTC",0,1,0,1
105,wadau leo ni ile siku tupataneblankets tujibambe na tusker cider tuache shida  welivefortaste   moja kwa bill yangu kamu tujibambe vile ivaavyo  tupatane blankets,Negative,"Oct 1, 2023 · 3:59 PM UTC",0,5,0,3
106,getting my taste buds ready for the welivefortaste event tonight cant wait to indulge in the goodness blankets  wine is happening on 1st octthe event is today are you ready buy 2 6 pack tusker cider to get a ticket tupataneblankets,Positive,"Oct 1, 2023 · 3:56 PM UTC",0,1,0,2
107,leo ndo ile day tupatane blankets courtesy of come enjoy your favorite drink tusker cider hapa buy 2 6 pack tusker cider and get a ticket enjoy tusker cider welivefortaste tupataneblankets dont miss this,Positive,"Oct 1, 2023 · 3:52 PM UTC",0,2,0,1
108,siku ni leo are you ready today the 1st october form ni tupataneblankets come lets enjoy tusker cider buy 2 6 pack tusker cider to get a ticket for the wonderful experience welivefortaste,Positive,"Oct 1, 2023 · 3:52 PM UTC",1,4,0,3
109,blankets and wine is going down today buy 2 six packs of tusker cider to get a ticket and get to enjoy the fresh and crisp taste welivefortaste tupataneblankets,Positive,"Oct 1, 2023 · 3:51 PM UTC",0,0,0,0
110,blankets and wine is going down today buy 2 six packs of tusker cider to get a ticket and get to enjoy the fresh and crisp taste welivefortaste tupataneblankets,Positive,"Oct 1, 2023 · 3:49 PM UTC",0,0,0,1
111,guys today is the day tupataneblankets buy 2 6 pack tusker cider to get a ticket welivefortaste positive sentiment  have people love speak positively the tusker cider brand dont miss out,Positive,"Oct 1, 2023 · 3:49 PM UTC",0,4,0,7
112,siku ni leo are you ready today the 1st october form ni tupataneblankets come lets enjoy tusker cider visit thebarcom to purchase tickets or buy 2 6 pack tusker cider to get a ticket welivefortaste,Positive,"Oct 1, 2023 · 3:47 PM UTC",0,1,0,1
113,the long wait is finally over blankets and wine event is here lets enjoy tusker cider like never before tupataneblankets tokezea as today is the day simply buy 2 6 pack tusker cider to get a ticket welivefortaste,Positive,"Oct 1, 2023 · 3:44 PM UTC",0,1,0,2
114,leo ni leo msema kesho ni muongo ukose uchekwe alafu ukinunua tu 26 pack of sweet enjoyable tusker cider unapata ticket mara moja are you ready welivefortaste tupataneblankets,Positive,"Oct 1, 2023 · 3:35 PM UTC",0,0,0,1
115,hayawi hayawi huwa siku imefika na ni leotunafunga weekend yetu na tusker cider baridi pale blankets nunua 6pack 2 ili upate tiketi yako tupataneblankets tusherehekee na welivefortaste,Neutral,"Oct 1, 2023 · 3:30 PM UTC",2,6,0,8
116,wadau leo imetuletea tusker cider huko blankets wine  tufike tujishindie ticket ukibuy two six pack tusker cider ya kujienjoy kwa party mziki and all other amazing experiencs usikose nitakuwa je wewe tupataneblankets welivefortaste,Positive,"Oct 1, 2023 · 3:30 PM UTC",0,3,0,4
117,tupataneblankets is happening today courtesy of ready to showcase an amazing blankets and wine event at the laureate gardens buy and enjoy 2 sixpack tusker cider to get a ticket welivefortaste msikose,Positive,"Oct 1, 2023 · 3:29 PM UTC",0,3,0,5
118,leo ndo ile siku tupatane blankets people love speak positively the tusker cider brand nunua 2 6 pack tusker cider to get a ticket my pals wont miss out tupataneblankets welivefortaste,Positive,"Oct 1, 2023 · 3:29 PM UTC",0,1,0,1
119,today is the day tupatane blankets tuenjoy some cold  tusker cider twende tuenjoy na story nzuri about tusker cider brand buy 2 6 pack tusker cider to get a ticket tupataneblankets welivefortaste,Neutral,"Oct 1, 2023 · 3:21 PM UTC",0,0,0,1
120,vipi wakuu leo ni ile siku tupatane blankets blankets and wine is happening today and its gonna be a day full of vibes buy 2 6 pack tusker cider and get a ticket dont be left out tupataneblankets welivefortaste,Neutral,"Oct 1, 2023 · 3:15 PM UTC",0,1,0,2
121,its going down today tupataneblankets for an unforgettable experience  the event is today come and enjoy some tusker cider buy 2 6 pack tusker cider to get a ticket welivefortaste,Positive,"Oct 1, 2023 · 3:15 PM UTC",0,4,0,5
122,today is the day tupataneblankets for the blankets  wine event simply buy 2 6 pack tusker cider to get a ticket na kujeni tu enjoy tusker cider welivefortaste,Positive,"Oct 1, 2023 · 3:14 PM UTC",0,4,0,4
123,gentlemen today is the day tupatane blankets buy 2 6 pack tusker cider to get a ticket uchape sherehe legit by tupataneblankets welivefortaste,Neutral,"Oct 1, 2023 · 3:10 PM UTC",0,1,0,1
124,leo ni ile siku ya tusker cider blankets and wine  get the latest cider products including the 330ml sku and their prices  nunua 2 6 pack tusker cider to get a ticket see you then tupataneblankets welivefortaste,Neutral,"Oct 1, 2023 · 3:09 PM UTC",0,1,0,4
125,todaythe blankets and wine event is happening buy two 6 pack of tusker cider to get a ticket tupataneblankets welivefortaste,Neutral,"Oct 1, 2023 · 3:04 PM UTC",0,6,0,7
