data,text,neutral,
https://twitter.com/G97816960Girl/status/1602434946362212352#m,Gilbey's Spey-Royal Scotch 1L whisky bottle (empty) made in the UK. https://etsy.me/3W7Qps1 via @Etsy #BuyfromGroovy #antiqueshop #homebar #giftformen #Gilbeys #GilbeysSpeyRoyal #GilbeysScotch #bardecor #vintagebottle #EtsySellers,neutral,
https://twitter.com/pasha_ke254/status/1601680173610332160#m,If there's one thing Kenya can give.... its hype.  #LaughFestivalAtKICC #gilbeys,positive,
https://twitter.com/pasha_ke254/status/1601670959844700160#m,You cannot visit Africa and not experience Kenya. You cannot experience Kenya if you haven't shared a gilbeys. #Gilbeys #Blessings_like_millions #FIFAWorldCup #drinkresponsibly #LaughFestivalAtKICC,positive,
https://twitter.com/NyamwaraMaxwell/status/1600928409110007808#m,This my gin wakuu na hii Friday piga mimii mojaa  Sitakataa na kusahauu  #Gilbeys #Nrgradio,positive,
https://twitter.com/johnanmotor_inc/status/1600824118403862528#m,元気を充電！ #城南モーターサービス #エナジードリンク #モンスターエナジー #ワンオク #セブンイレブン #oneokrock #monsterenergy #gilbeys #gin 場所: 城南モーターサービス株式会社 https://www.instagram.com/p/Cl6AYn3vvwf/?igshid=YTgzYjQ4ZTY=,neutral,
https://twitter.com/GoldenPalmKenol/status/1596026359125770240#m,The weather Baadaye burudika na #Gilbeys #KPLC #FIFAWorldCup Games,positive,
https://twitter.com/Minajtyler1/status/1592458536013156353#m,#cause of death #Gilbeys overdose 🤪🤪,negative,
https://twitter.com/octa_atelier/status/1588551223808266240#m,▪️The weekend is here and will you look at the time...it's Gin O'clock. @GilbeysKe ▪️I decided to come up with this #Gilbeys #AD Concept.  ▪️Retweet widely.  #DrinkBetterNotMore #GilbeysByChoice #Ginoclock,positive,
https://twitter.com/GoldenPalmKenol/status/1587344634493149184#m,Special Day ❤️ enjoy some #Gilbeys moment 🥃 @GilbeysKe #goldenpalmbreezehotel #Sportsbar #HappyNewMonth #Noshavenovember,positive,
https://twitter.com/Ogollla_/status/1581332568636461062#m,Who owns #Gilbeys ?,neutral,
https://twitter.com/GilbeysAmersham/status/1580107379257266177#m,"How cozy and intimate does our Private Dining Room look!? The perfect venue for parties, family or corporate events. #gilbeys #oldamersham #diningroom #RestaurantLife",neutral,
https://twitter.com/charlie2wu_koa/status/1579242370948042752#m,昨夜の家飲み🍻 天気が悪かったので、自宅🏠でゆっくり晩酌しました…😌  牡蠣が美味しい季節‼️ かきの味噌鍋🫕をジンでいただきましたｧ〜(￣∀￣) うまかｧ〜(´∀｀=)  #昨日の晩酌 #かきの味噌鍋 #牡蠣 #牡蠣の味噌鍋 #ジン #スピリッツ #gilbeys #gilbeysgin #gin #晩酌 #家飲み #宅飲み,neutral,
https://twitter.com/eddykoech/status/1579005564029267968#m,Anunue #Gilbeys,neutral,
https://twitter.com/liqourdelivery/status/1578338219590287360#m,Make time to enjoy finer things😊  keep your gin up🍸 #gin #ginlover #Gilbeys #ginandtonic #Gordons #BombaySapphire #weekendvibes #hendricks #weekend  Dial +254 723 688108 for fast and free delivery within Nairobi and its environs or visit our website  https://www.dialadrinkkenya.com/gin,positive,
https://twitter.com/GilbeysAmersham/status/1575142858297937926#m,"A classic, re-worked. Sticky toffee pudding, salted butterscotch sauce, barley and sesame granola, acidulated cream & chervil. #gilbeys #oldamersham #pudding #dessert #chef #restaurant #amersham",neutral,
https://twitter.com/GilbeysAmersham/status/1572674113147408384#m,New menu going live on Friday! Some beautiful Autumnal flavours & seasonal ingredients will feature. #gilbeys #oldamersham #restaurant #menu,positive,
https://twitter.com/yukasetti/status/1572589415842684932#m,#自然農法 の #巨峰 お次は #ウォッカ漬け  英国リスペクトで #gilbeys   隣は #ブルーベリーシロップ が酵素化😁  どちらも おいしくなーれ！ https://www.instagram.com/p/CixYuiSPdgP/?igshid=YTgzYjQ4ZTY=,neutral,
https://twitter.com/josehmwangiku/status/1571198258222882820#m,Fom iko hapa ya Sunday. Mt Longonot and Lake Naivasha day trip. Call/WhatsApp Text 0727167272 #Toto #Cabinet #Cleo #nyegenyegeFestival #NyegeNyege2022 #IsaacRuto #Kalenjin #MasculinitySaturday #NSSF #Gilbeys #Kitengela,neutral,
https://twitter.com/meatlovers_ltd/status/1571149602971357185#m,"Our happy hour started at 5PM and is on till 7PM. All cocktails at Ksh 500 only!  We are located at Agriculture House, Mezzanine Floor at the junction of Moi Avenue and Harambee Avenue. Next to Quickmart Supermarket near Bomblast. VISIT US TODAY! #Gilbeys #Beiyajioni",positive,
https://twitter.com/meatlovers_ltd/status/1571112024092082183#m,Alcohol is the anesthesia by which we endure the operation of life! Happy hour o'clock from 5pm to 7pm every Friday and Saturday! All cocktails at Ksh 500 only. #Gilbeys #Ngongracecourse,positive,
https://twitter.com/Rawling44038855/status/1571073147105050625#m,Zuru.co.ke peer review system helps you get the best cars for hire and good hosts. #Nameless #MasculinitySaturday #Babaman #NyegeNyege2022 #gilbeys #Figman,neutral,
https://twitter.com/Fishwear2020/status/1571063724294930434#m,"💖item-Off-white X Nike SB Dunk Low ""Michigan 💖size -40-44 💖price-3600 💖free delivery within Nairobi and at an extra affordable cost across the country and Africa 💖0790554246 inbox for more info 💖Till no.5673003  #kindiki #NyegeNyege2022 #Nameless #Babaman #Pogba #gilbeys",neutral,
https://twitter.com/Fishwear2020/status/1571057614779482114#m,💖item-New Prada opens 💖size -36-43 💖price-2500 💖free delivery within Nairobi and at an extra affordable cost across the country and Africa 💖0790554246 inbox for more info 💖Till no.5673003 #Thika #kindiki #NyegeNyege2022 #Migunamiguna #Pogba #gilbeys #Nameless #PresidentRuto,neutral,
https://twitter.com/Fishwear2020/status/1571055553149014018#m,💖item-New Prada opens 💖size -36-43 💖price-2500 💖free delivery within Nairobi and at an extra affordable cost across the country and Africa 💖0790554246 inbox for more info 💖Till no.5673003  #PresidentRuto #Babaman #NyegeNyege22 #Nameless #gilbeys #RedAlert #DrRuto,neutral,
https://twitter.com/Fishwear2020/status/1571054258941988864#m,💖item-Men official shoes  💖size -40-45 💖price-3000 💖free delivery within Nairobi and at an extra affordable cost across the country and Africa 💖0790554246 inbox for more info 💖Till no.5673003  #PresidentRuto #Babaman #NyegeNyege22 #Nameless #gilbeys #RedAlert #DrRuto,neutral,
https://twitter.com/Fishwear2020/status/1571033484260671490#m,💖item- Adidas cali 💖size -40-44 💖price-3500 💖free delivery within Nairobi and at an extra affordable cost across the country and Africa 💖0790554246 inbox for more info 💖Till no.5673003  #Nameless #NyegeNyege2022 #GitheriMedia #gilbeys #Kericho #Karua #Kericho,neutral,
https://twitter.com/GoldenPalmKenol/status/1570985901253357572#m,"Later in the day, Come Enjoy some #Gilbeys",positive,
https://twitter.com/Welkie14/status/1568948375554347008#m,#Gilbeys is overrated buda ushai kunywa kikombe ya karigo 😂😂😂hiyo unazima blackout,negative,
https://twitter.com/SamiAmbetsa/status/1565410922038001666#m,#gilbeys TAWE!!! 😂 😂,neutral,
https://twitter.com/5thDroid/status/1561404346528669696#m,48 LAWS OF POWER-No. 10: Infection: Avoid the unhappy and unlucky You can die from someone else's misery. You may feel you are helping the drowning man but you are only precipitating your own disaster. #prof #Guliye #NoVisa4Raisi #Dr.Ruto #Kinuthia #HNIB #Kibra #Miguna #Gilbeys,neutral,
https://twitter.com/SON_OF_THE_LAKE/status/1561225881997164544#m,Am told this pic of @AzimioTv is a threar to Grandmulla legal mind😂.. Justice is delayed but is going to be served #SCoK #githumuigai #prof #concede #Gilbeys #meru #Usman #KenyaKwanza,neutral,
https://twitter.com/utlkenyaltd/status/1561072713925541890#m,Alafu kujeni @utlkenyaltd tuwapee  Premium Netflix accounts @490 per month           #MasculinitySaturday #Justinawamae #Gilbeys #GithuMuigai #olesapit #SuperCSTransport,neutral,
https://twitter.com/jkmfinest/status/1561061471563522051#m,Lenovo Flex 5 / Intel core i5 - 11th generation / 8GB DDR4 RAM / 512GB M.2 SSD / 13 INCH FHD / TOUCHSCREEN / BACKLIT KEYBOARD. @65K 📞 0714459713 #ole #234Milllion #SuperCSTransport #Wetangula #Odegaard #Gilbeys,neutral,
https://twitter.com/hasanizm76/status/1556626487809347586#m,"Sen dur sen,hele Bi akşam olsun daha hızlı dönecek o dünya 🤣🤣🤣🤣 #gilbeys #vodka",neutral,
https://twitter.com/beyonddealske/status/1555561799428309027#m,"Leo ni ile day ya kujinice na marafiki wako. beyonddeals.co.ke has your back on bashment drinks at affordable prices, with discount on most drinks on the site. So come shop before it's too late. #gin #gilbeys",positive,
https://twitter.com/udakunews_kenya/status/1551094843404869635#m,#chebukati #Venezuela #gilbeys https://udakunews.co.ke/2022/07/24/rayvanny-spends-ksh-295k-in-a-night-party-days-after-exiting-wcb/,neutral,
https://twitter.com/djA_entertainer/status/1551041089435537409#m,Erling Haaland DEBUT vs Bayern Munich | Haaland Goal https://tube.mint.lgbt/n4NztIUYWdA via @YouTube @YouTube #Ronaldo #Sterling #Havertz #Gilbeys #Tuchel #Sharon ##CHEARS,neutral,
https://twitter.com/djA_entertainer/status/1551040267549130755#m,Arsenal vs Chelsea 4 0  Extended Highlights  All Goals 2022 HD 480p https://tube.mint.lgbt/dZ9Wa6Lethk via @YouTube #Ronaldo #Sterling #Havertz #Gilbeys #Tuchel #Sharon ##CHEARS,neutral,
https://twitter.com/liquorhouse254/status/1548246464140169216#m,Offer 🥃  Dial/WhatsApp 0700884444 For deliveries  #liquorhouse #gilbeys #gin,neutral,
https://twitter.com/siward77/status/1536731319950094338#m,"Amazing what people find, a postcard from 1907 delivered to Knockando distillery from John Kintrea & sons a business in Elgin informing the owners when they would be able to attend to carry out work. #knockando #whisky #justeriniandbrooks #gilbeys #scotch #whoneedsphones",neutral,
https://twitter.com/gitau4114_gitau/status/1535651162669604864#m,@kikuyu_diva on tiktok…watch the sweet content with the gilbeys joy in each video.laughter is here with us . #@GilbeysKe  #fom ni gilbeys #lazima ibambe  #gilbeys ndio rambatada sambatafi,positive,
https://twitter.com/GoldenPalmKenol/status/1535549474822660096#m,#OpenGoodTimes #Goldenpalmbreezehotel #Gilbeys #Gin,neutral,
https://twitter.com/dadscarslid04/status/1535148999346372609#m,Drink with us. @gilbeyskenya #gilbeys #mionetto #whisky #wine #sortguld  🤙🤙🥂🍷🍾🥂🍾🍷🥂🍾🍷 https://www.instagram.com/p/CenWzIDjVEj/?igshid=YTgzYjQ4ZTY=,neutral,
https://twitter.com/jayswineske/status/1534867915811368963#m,"Taste the sweetness of strawberries and raspberries in your gin🍸.  Bei ni ile ile at Ksh. 1,350.  https://jayswines.com/product/gilbeys-pink-gin-750ml/ Tel: 0705570066  #gilbeys #gin Nairobi",positive,
https://twitter.com/jayswineske/status/1532650295347400709#m,It's that time of the week again... 🍸 + 🕺💃 = Furahi Day  https://jayswines.com/?s=gilbeys&post_type=product Tel: 0705570066  #friday #ginandtonic #gilbeys Nairobi,neutral,
https://twitter.com/jayswineske/status/1527574864365867008#m,"Furaha = Gilbeys🍸 + friends 💃🕺 . Who's in?  Order your weekend drinks and we shall deliver.   Gilbeys at Sh. 1,350  https://jayswines.com/?s=gilbeys&post_type=product Tel: 0705570066  #furahiday #gilbeys",neutral,
https://twitter.com/chupachapKE/status/1527265543522238467#m,Wale wa #GilbeysGin Can you spot the correct bottle in the puzzle?   We'd like the correct answer in the comments 😉 #gin #GnT #gilbeys #OpenGoodTimes,neutral,
https://twitter.com/liquorhouse254/status/1523970880065441792#m,The only time I ever enjoyed ironing was the day I accidentally got gin in the steam iron.😅  #LiquorHouse #ginandtonic #gilbeys #RailaKwisha,positive,
https://twitter.com/liquorhouse254/status/1519671132584132608#m,Let the weekend beGIN.  Tag Your buddies.  @gilbeyskenya  #LiquorHouse #gilbeys #gin #FuelShortageKE Brookside Kalonzo #jklive #bossbabe,positive,
https://twitter.com/NabireMca/status/1506624106288009223#m,Naeza pata kazi ya sales na kuuza jina la kinywaji ya #Gilbeys,neutral,
https://twitter.com/Kenouma/status/1500505277073866752#m,"by the way @mamangilu  nikuulize story flani, vle ulikua unatushow story ya  wenye weston hotel wanaitwa Singh kwa ile langata pri school land grab, vle ulikua pale kwa lands,saii unaeza kua umebadilisha msimamo? @bonifacemwangi @_fels1 #Gilbeys",neutral,
https://twitter.com/chupachapKE/status/1499852268816019460#m,Our most memorable moments happen in good company! Elevate your weekend with the gang with a signature drink that will perfectly compliment the ambitious and strong inner you as we work together to #BreakTheBias #FunBeGin #Gilbeys #Gin,positive,
https://twitter.com/ersel_karaduman/status/1492541184832688137#m,#gilbeys #vodka and #music,neutral,
https://twitter.com/king2_luther/status/1484394035942936577#m,More to afford #gilbeys gin,neutral,
https://twitter.com/shixkapienga/status/1482332477532291072#m,It’s always a good time with my fav humans @carolyne_maroro @mathengemuchiri @leo_muchiri @eileenkemunto ❤️ @GilbeysKe #PaidPartnershipWithEABL #Ginjoyment #Gilbeys,positive,
https://twitter.com/gin_collector/status/1480160456908103681#m,.  Gilbey's London Dry Gin 47.5% / UK . #gilbeys #gilbeysgin . https://instagr.am/p/CYgjqSeP8AD/,neutral,
https://twitter.com/jayswineske/status/1479331967560663042#m,Taste the sweetness of strawberries and raspberries in your gin🍸.  https://jayswines.com/product/gilbeys-pink-gin-750ml/ Tel: 0705570066  #tgif #gilbeys #friday #MainaAndKingangi,positive,
https://twitter.com/ChemjorElly/status/1478735335433584640#m,"#Gilbeys is now counterfeit in Kenya.   Tastes weird, hangovers and loose non-refill caps.  @EABL_PLC why are you slowly allowing the destruction of our National drink?",negative,
https://twitter.com/CompliBaddie/status/1478723111818342402#m,Episode 11 is live! Today I share with you my personal struggles with the imposter syndrome and how to cope with it. Please tap the link below to listen https://open.spotify.com/episode/13UuV9ldmAJJyGjvUX6n7O?si=PUkn6x2dTvGQr15K_VdNWA&utm_source=copy-link #podcast #Gilbeys #Shame #Covid_19,neutral,
https://twitter.com/jjayparlour_ke/status/1478710712931393540#m,You really don't need to be perfect to inspire others. Let people get inspired by how you deal with your imperfection. #WednesdayMotivation #letkfc #gilbeys,neutral,
https://twitter.com/Anthony_Njoka/status/1477928587307196416#m,Drink safi with friends. @EABL_PLC gin safi #gilbeys,positive,
https://twitter.com/shixkapienga/status/1476867151902482458#m,Nawangoja ndio tuanze pamoja @mathengemuchiri 😁 @GilbeysKe #PaidPartnershipWithEABL #Ginjoyment #Gilbeys,positive,
https://twitter.com/CRawlines/status/1476626999166877697#m,Hawa wa #Gilbeys ndio sielewi,neutral,
https://twitter.com/AryannaKe/status/1470808978623975429#m,"Hi complainers,#Gilbeys will never bow so low to you try another method kaveve kako na coca cola and life is easy",positive,
https://twitter.com/TERU_TERU_0930/status/1467850986949873665#m,＃晩ごはん ＃おうちごはん ＃晩酌 ＃おつまみ ＃Twitter晩酌部 ＃ツイッター晩酌部 ＃芋焼酎 ＃白蛇 ＃ジン ＃GIN ＃GILBEYS  ・コロッケ ・豚バラ大根 ・季節野菜の卯の花 ・小松菜のゴマ和え  今週も頑張っていきましょ〜🙌 皆さん乾杯😋🥃✨,neutral,
https://twitter.com/chupachapKE/status/1466762370852835339#m,"Enjoy a twist to a simple and familiar classic. The natural sweetness of strawberries and raspberries tastes better with a crowd😉 Call in the crew and enjoy the Gilbey's Mixed Berries flavoured Gin for 1300/= shs.  Order online at: https://bit.ly/3Exla0k #Gin #Gilbeys""",positive,
https://twitter.com/TERU_TERU_0930/status/1466756798854348800#m,＃晩ごはん　＃おうちごはん ＃晩酌　＃おつまみ ＃Twitter晩酌部　＃ツイッター晩酌部 ＃芋焼酎　＃蔵弥一 ＃ジン ＃GIN ＃GILBEYS   ・トンカツ ・鶏肉と根菜の旨煮 ・豚肉とキノコと春雨の旨煮  今日も1日お疲れ様でした 遅めの晩酌にて乾杯😋🥃✨,neutral,
https://twitter.com/arapweriEzra/status/1466036770739474436#m,"He sounds like highly intoxicated, anakaa warembo ya #Gilbeys",negative,
https://twitter.com/TERU_TERU_0930/status/1465309937660170240#m,＃晩ごはん　＃おうちごはん ＃晩酌　＃おつまみ ＃Twitter晩酌部　＃ツイッター晩酌部 ＃芋焼酎　＃白蛇 ＃ジン　＃GILBEYS  ・馬刺し ・鶏ササミチーズ焼き ・小松菜のキノコあん  今日も1日お疲れ様でした 遅めの晩酌にて乾杯😋🥃,neutral,
https://twitter.com/SketchezArts/status/1465205790973775872#m,Caricature of the Day. @danobura_ ᴡᴇ ᴀʀᴇ ᴅᴏɪɴɢ ꜰʀᴇᴇ ᴀɴᴅ ꜱᴀꜰᴇ ᴅᴇʟɪᴠᴇʀɪᴇꜱ ᴡɪᴛʜɪɴ ɴᴀɪʀᴏʙɪ. #BrandObura #PaidPartnershipWithDiageo #DrinkBetterNotMore #Gilbeys #Caricature #CaricatureResolution #digitaldrawing #huiontablet #Sketchfam ©2K21,neutral,
https://twitter.com/thejunctionmall/status/1464893989975384067#m,Join us today as we turn on the Spirit of good times at the GIN experience at The Junction Mall. It's all about the good times and good vibes 🥂. #AllAboutYou #Gordonsgin #JohnnieWalker #Tanqueray #Gilbeys #UnwrapTheFestivities,positive,
https://twitter.com/BlazeEduu/status/1464687543438528512#m,Nyama choma is not for slow eaters.😂😂#Gilbeys #Guiness,neutral,
https://twitter.com/thejunctionmall/status/1463757197918228481#m,Come turn on the Spirit of good times at the GIN experience at The Junction Mall Courtyard (27th - 28th November) from 12-8pm. It's all about the good times and good vibes with @EABL_PLC . We got you 😉🥂 #AllAboutYou #Gilbeys #Gordonsgin #Singleton #UnwrapTheFestivities,positive,
https://twitter.com/thejunctionmall/status/1463088461808914435#m,"Join us this Saturday and Sunday at The Junction Mall Courtyard where we'll have amazing GIN tasting sessions, with free sampling for anyone above 18 yrs of age. Let's turn on the Spirit of the season together, with @EABL_PLC #Gilbeys #Gordons #Tanquerey #JohnnieWalker",positivr,
https://twitter.com/TERU_TERU_0930/status/1463080309310693381#m,#晩ごはん　#おうちごはん　#手作り #晩酌　#おつまみ　#酒の肴 #Twitter晩酌部　#ツイッター晩酌部 #芋焼酎　#白蛇 #ジン　#GILBEYS  ・サバ餃子 ・アジの南蛮漬け ・きんぴらごぼう ・蒸し茄子  今日も1日お疲れ様でした 皆さん乾杯です😋🥃✨✨,neutral,
https://twitter.com/TERU_TERU_0930/status/1462407311410880514#m,#晩ごはん　#おうちごはん #晩酌　#おつまみ　#酒の肴 #手作り　#熊本名物 #Twitter晩酌部　#ツイッター晩酌部 #芋焼酎　#白蛇 #ジン　#GILBEYS  ・鶏肉とキノコの洋風おろしソース ・豚ホルモンの味噌煮 ・ほうれん草の胡麻和え  仕事終わり　遅めの晩酌 皆さん乾杯😋🥃,neutral,
https://twitter.com/TERU_TERU_0930/status/1461684822623993862#m,#晩ごはん　#おうちごはん #晩酌　#おつまみ　#酒の肴 #Twitter晩酌部　#ツイッター晩酌部 #芋焼酎　#白蛇 #ジン　#GILBEYS  ・イカの刺し身 ・サバの竜田揚げ ・揚げの袋詰め煮 ・ねぎ味噌エリンギ  今日も1日お疲れ様でした 遅めの晩酌乾杯😋🍻🥃,neutral,
https://twitter.com/LoupEtLapin/status/1460184053848494081#m,新発売のマリトッツォ買ってみた♡♡ #gilbeys,neutral,
https://twitter.com/TERU_TERU_0930/status/1459149596865613824#m,#晩ごはん　#おうちごはん #晩酌　#おつまみ　#酒の肴 #Twitter晩酌部　#ツイッター晩酌部 #芋焼酎　#赤兎馬玉茜 #ジン　#GILBEYS  ・鶏肉ときのこの味噌レモン炒め ・ナポリタン ・タコとキュウリの酢の物 ・アワビ茸の時雨煮  今日も1日お疲れ様でした🙇 遅めの乾杯😋🥃,neutral,
https://twitter.com/TERU_TERU_0930/status/1458004617766178822#m,#晩ごはん　#おうちごはん #晩酌　#おつまみ　#酒の肴 #Twitter晩酌部　#ツイッター晩酌部 #芋焼酎　#赤兎馬玉茜 #ジン　#GILBEYS  ・手羽中の甘味噌から揚げ ・蓮根のきんぴら ・黒胡麻とうふ ・じゃことキュウリのおろし和え  今日も1日お疲れ様でした乾杯😋🥃,neutral,
