,cleaned_text,sentiment,stats,comments,retweets,quotes,likes
56,i didnt know that people hate this much and love  researchers should have a look at this peculiar behavior ,Negative,"Jan 8, 2024 · 3:08 PM UTC",0,0,0,7
57,this weeks top stock recommendations  by faida investment bank 1 equity group plc  eqty  long term buy 2 eabl  eabl  hold 3 standard chartered bank  scbk  hold,Positive,"Jan 8, 2024 · 8:56 AM UTC",0,4,0,10
58,this weeks stock recommendations  in the kenyan stockmarket 1 hold east african breweries plc eabl and standard chartered bank 2 buy equity cic and im 3 sell longhorn,Neutral,"Jan 8, 2024 · 10:30 AM UTC",0,0,0,1
59,ooh advertising is tried and true when done right it can provide a great boost to your business client eabl location nyeri,Positive,"Jan 8, 2024 · 8:02 AM UTC",0,0,0,1
60,this week we are joined by founder of bnd  manhattan he takes us through his time as an eabl ambassador to the genesis of nairobis finest bars we also get to know how lifestyle shifts contributed to his money mindset this is his story,Neutral,"Dec 29, 2023 · 8:45 AM UTC",0,6,0,13
61,on behalf of the cherokee nation congrats to for golden globes best actress for her role in killers of the flower moon,Positive,"Jan 8, 2024 · 4:11 AM UTC",15,611,12,5249
62,i will continue opposing efforts by congressional republicans to shower massive giveaways on the wealthy and big corporations cut medicare medicaid and social security and block us from lowering costs for american families,Positive,"Jan 7, 2024 · 9:15 PM UTC",5868,4372,268,19153
63,this you vivek,Neutral,"Jan 7, 2024 · 2:34 AM UTC",105,579,41,3184
64,ewan platford 34gpa 64 shooting guardpoint guard 66 wingspan played in the eabl nextuprecruitment top 40 recruit 10ppg 52rpg 25apg 22steals 05blocks 35 from 3,Positive,"Jan 8, 2024 · 4:36 AM UTC",0,0,0,3
65,better than eabl,Positive,"Jan 8, 2024 · 4:06 AM UTC",0,0,0,1
66,they are relocating behind embassy and opposite garden cityeabl offices though,Negative,"Jan 8, 2024 · 12:49 AM UTC",0,0,0,0
67,the problem is not with prodemocracy messaging it is with a media that puts a both sides framing on issues of democracy vs autocracy,Neutral,"Jan 7, 2024 · 9:22 PM UTC",95,860,26,2749
68,by good people i wasnt actually talking about the leadership of either palestine hamas or israel netanyahu it will take people from within those groups to band together and elevate leaders more interested in peace than grievances,Positive,"Jan 8, 2024 · 12:11 AM UTC",0,0,0,2
69,his draft dodging involved false claims of a medical condition he didnt have in other words he lied imagine that,Negative,"Jan 8, 2024 · 12:05 AM UTC",0,1,0,3
70,not only did we all hear that but lo and behold its documented something these guys rarely worry about,Positive,"Jan 8, 2024 · 12:03 AM UTC",0,1,0,2
71,oh you heard from russia if youre going to try to tarnish the reputation of a true hero who isnt even here to defend himself you better be able to offer up some facts and evidence this is disgusting,Positive,"Jan 8, 2024 · 12:03 AM UTC",1,1,0,14
72,any one who supports tfg and claims to be a patriot who supports our military is nothing but a hypocrite,Negative,"Jan 8, 2024 · 12:01 AM UTC",0,0,0,0
73,both groups can trace a long ancient history in the region repeating claims over and over accomplishes nothing whats needed is for good people to try and work out a path forward that doesnt repeat centuries of fighting and the deaths of innocents on both sides,Positive,"Jan 7, 2024 · 11:56 PM UTC",1,0,0,0
74,proudblue resistancewomen ladiesdemocrats want you to have bodily autonomy  privacy to make whatever healthcare decisions you deem necessary without govt interference maga extremists want to control every aspect of your livesincluding what happens in your bedroom or physicians office firethegop,Neutral,"Jan 7, 2024 · 9:40 PM UTC",5,66,1,86
75,the only reason trump appeared to have a good economy was because he inherited a great economy from obama he then failed in his response to covid19 and bam economy collapsed biden is fixing it its what dems do they fix gops fuck ups all the time,Positive,"Nov 30, 2023 · 4:14 PM UTC",1,5,0,26
76,what part of not interested,Negative,"Jan 7, 2024 · 11:41 PM UTC",1,0,0,0
77,gee here i thought we were talking about voting im not interested in discussing xenophobia with you,Negative,"Jan 7, 2024 · 11:02 PM UTC",1,0,0,0
78,its federal law that was a government site i posted they may or may not  i dont know allow it for purely local elections,Neutral,"Jan 7, 2024 · 10:58 PM UTC",1,0,0,0
79,six years in prison for uncagedbird audrey southardrumsey who repeatedly attacked officers was defiant in court at on point she was waving herself with a paper fan and earned a terrorism sentencing enhancement from judge amit mehta,Neutral,"Jul 14, 2023 · 9:22 PM UTC",299,741,67,4685
80,special election  virginia state house district 48 democrat  melody cartwright  election date  this tuesday january 9th area  southern va north and west of danville martinsville gretna buford rondo and other towns see map below,Positive,"Jan 4, 2024 · 5:28 PM UTC",0,53,0,59
81,hi grandpa  bidenharris,Neutral,"Jan 7, 2024 · 10:28 PM UTC",0,0,0,1
82,already is law in the us only citizens can vote in state and federal us elections,Neutral,"Jan 7, 2024 · 10:24 PM UTC",3,0,0,0
83,read the room lady youll find no sympathy from loyal lawabiding americans for your actions,Positive,"Jan 7, 2024 · 8:58 PM UTC",0,0,0,1
84,the mainstream media continues to fail the american people this is journalistic malpractice shameful,Negative,"Jan 7, 2024 · 5:42 PM UTC",523,2909,174,11962
85,on january 6 2021 maga rep kevin hern was one of the 147 republicans who voted to overturn the 2020 presidential election now hern is among the 117 of them running for reelection in 2024 im running for congress to defeat hern and ensure he answers for breaking his oath,Neutral,"Jan 6, 2024 · 8:53 PM UTC",28,861,20,1661
86,just say no to bots,Neutral,"Jan 7, 2024 · 7:40 PM UTC",0,0,0,0
87,dumb butt thats a tasting complex by eabl for new products tumia hakiri vire inafaa,Negative,"Jan 7, 2024 · 5:35 PM UTC",0,0,0,0
88,,Neutral,"Jan 7, 2024 · 5:06 PM UTC",0,0,0,0
89,,Neutral,"Jan 7, 2024 · 4:47 PM UTC",0,0,0,0
90,,Neutral,"Jan 7, 2024 · 4:10 PM UTC",0,0,0,0
91,,Neutral,"Jan 7, 2024 · 4:07 PM UTC",0,0,0,0
92,can the media stop giving a platform to speak to her audience of one first elise you will not be the vp nominee second engaging in batshit crazy talk only reinforces how far you have fallen from your commitment to defend democracy we get it you love trump,Positive,"Jan 7, 2024 · 2:47 PM UTC",354,1165,65,7511
93,unarmed black guy gets shot to death during a traffic stop republicans he shouldve just complied deranged white woman is killed trying to force her way into the chamber where lawmakers are sheltering for their lives on jan 6th republicans justice for ashli babbitt,Negative,"Jan 7, 2024 · 1:30 AM UTC",336,9084,102,78706
94,at that point he was given that distributorship by eabl he shouldve resigned from public office,Neutral,"Jan 7, 2024 · 2:44 PM UTC",0,0,1,2
95,the 1st is a legit cheaper knock off produced by eabl its a potable spirit the 2nd is the original premium imported stuff ether way captain morgan attacks your organs,Positive,"Jan 7, 2024 · 1:22 PM UTC",1,0,0,1
96,,Neutral,"Jan 7, 2024 · 11:00 AM UTC",0,0,0,0
97,the bestperforming stock of the week in terms of price variation were eabl 879 and dcb 769 stocks,Neutral,"Jan 7, 2024 · 2:45 AM UTC",1,2,0,4
98,fans na futaa ndio hao wamekaa juu ya container they cant even order one beer and cheers when a goal is scored because eabl is in a toxic relationship with tusker fc footballke,Neutral,"Jan 6, 2024 · 5:47 PM UTC",2,10,2,40
99,eabl were quick to cancel ads on shaffie  2 yrs same story customer posing with black  white,Positive,"Jan 7, 2024 · 9:40 AM UTC",0,0,0,1
100,na hao mala walimvuta akina eabl,Neutral,"Jan 7, 2024 · 8:45 AM UTC",0,0,0,0
101,yea eabl pulled strings the breakfast team was being factual on that day if you ask me,Neutral,"Jan 7, 2024 · 7:48 AM UTC",0,0,0,2
102,what we know radio africa group the parent company to homeboyz radio sacked the breakfast team over genderbased violence utterances what happened eabl rags most influential advertising client felt the trio had insulted its recently installed women empowerment 12,Positive,"Jan 7, 2024 · 7:40 AM UTC",1,0,0,3
103,they crucified shaffie for telling women not to be available not to be loose not to be senseless the ear has always been good versus evil thats what they got him for boycott eabl,Positive,"Jan 7, 2024 · 6:53 AM UTC",0,0,0,1
104,eabl  homeboyz fired shaffie for telling ladies to be cautious when meeting strangers we remember them for what they did,Neutral,"Jan 7, 2024 · 6:52 AM UTC",0,0,0,1
105,,Neutral,"Jan 7, 2024 · 6:44 AM UTC",0,0,0,1
106,happy caturday,Positive,"Jan 6, 2024 · 10:25 PM UTC",90,194,14,1587
107,before supporting january 6 vivek ramaswamy condemned it,Positive,"Jan 6, 2024 · 4:39 PM UTC",17,112,0,369
108,i just lost 10 iq points listening to that,Neutral,"Jan 7, 2024 · 6:10 AM UTC",0,0,0,17
109, special election on feb 13 2024  is the democratic candidate running for george santoss house seat in new york check out this thread to get involved demcastny,Positive,"Jan 1, 2024 · 5:43 PM UTC",1,65,1,72
110,jan 6 is a sad day for america marjorie taylor greene and i took the same oath to defend our constitution but we see our oaths differently im a retired general officer and im running for congress against mtg as a democrat join us  watch and rt,Negative,"Jan 7, 2024 · 12:50 AM UTC",272,1594,39,4021
111,soon will start selling water instead of bear what is with this new lager can flat as hell unakunywa na haishiki hata,Positive,"Jan 6, 2024 · 11:09 PM UTC",0,1,0,5
112,donald j trump just threatened insurrection again on this the 3rd anniversary of jan 6 he needs to be tried and jailed asap he is a very dangerous man and threatens our democracy as long as he remains free,Negative,"Jan 6, 2024 · 6:40 PM UTC",0,0,0,1
113,well always be grateful to the officers who put their lives on the line to protect the capitol on january 6,Neutral,"Jan 6, 2024 · 6:00 PM UTC",4094,4006,280,13936
114,three years ago a violent mob fueled by lies attacked the us capitol our democracy was tested but it held because we the people prevailed its up to us to prove  for all its imperfections  american democracy is still a beacon to the world and a promise to be kept,Negative,"Jan 6, 2024 · 4:00 PM UTC",17132,10418,981,50154
115,me as well please,Neutral,"Jan 6, 2024 · 6:25 PM UTC",0,0,0,3
116,eabl produce good stuff which youll rarely find in your cheap ass wine and spirits,Positive,"Jan 6, 2024 · 4:10 PM UTC",0,0,0,1
117,my guy really went from doing bbl  eabl top plays on hoopsfix to the euroleague in 3 years ,Positive,"Jan 6, 2024 · 12:51 PM UTC",2,1,0,45
118,no my daughter is not a hostage to a radical agenda she is fcking dead because of radical people like you pushing a deadly agenda you are a miserable low life ass whose political viability long ago jumped the shark america stop listening to the liars,Negative,"Jan 6, 2024 · 1:54 AM UTC",972,6309,165,38933
119,thank you for your service and this tweet,Neutral,"Jan 6, 2024 · 6:37 AM UTC",0,0,0,0
120, i served in the us navy and i can tell you for a fact this country has given me more than i could ever give it so when i heard president biden give his impassioned speech today defending our troops and our democracy i said to myself this a man who truly truly gets it,Positive,"Jan 5, 2024 · 10:05 PM UTC",1780,3212,103,15314
121,wait is he actually arguing that its wrong to try to influence or pressure judges and courts,Negative,"Jan 6, 2024 · 6:31 AM UTC",0,0,0,2
122,a hit dog will holler heres the deal folks instead of passing 14 billion in border funding and house republicans went on vacation for three weeks mike call me when youre ready to put your big boy pants on and do your damn job until then cut the malarkey,Positive,"Jan 5, 2024 · 5:17 PM UTC",24,479,13,1751
123,mbona hakuna keg regular mukuyu muranga ,Neutral,"Jan 6, 2024 · 6:27 AM UTC",0,0,0,0
124,on january 6 harry and his fellow officers helped to save my life and more importantly democracy their heroism gave it a chance to live on but its not a guarantee thats why we must send harry to congress give harry a follow and help him as he walks this new beat,Positive,"Jan 5, 2024 · 2:54 PM UTC",2624,2897,106,10038
125,2023 was a great year for american workers,Positive,"Jan 5, 2024 · 10:14 PM UTC",4224,2697,264,11572
126,amen same is true for cats,Positive,"Jan 6, 2024 · 6:15 AM UTC",0,0,0,0
127,exactly,Positive,"Jan 6, 2024 · 6:15 AM UTC",0,0,0,0
128,the respect is wild ,Positive,"Jan 6, 2024 · 12:37 AM UTC",2849,12794,2346,190091
129,he did but she wasnt being a karen shes old lonely and maybe a bit confused hes a wonderful neighbor,Positive,"Jan 6, 2024 · 5:57 AM UTC",0,0,0,2
130,why is mike johnson even speaker of the house or a congressman if immigration reform is too complicated for him,Negative,"Jan 5, 2024 · 3:26 PM UTC",2,7,0,25
131,im in az too just followed you,Neutral,"Jan 6, 2024 · 5:47 AM UTC",0,0,0,1
132,sure is theyre everywhere these days i just block and move on,Positive,"Jan 6, 2024 · 5:46 AM UTC",0,0,0,1
133,nilikuwa naishi na cuzo yangu nikiwa campus our parents cost sharing on rent  she was on paid internship pale eabl alikuwa anapima her designer perfumes na ruler every evening nisikuwe nimejispray ilikuwa inaniuma sana small small 20k made her treat me like crap,Negative,"Sep 7, 2020 · 8:34 PM UTC",22,117,13,305
134,trumps mental state questioned after 47post tirade about e jean carroll,Negative,"Jan 5, 2024 · 2:06 PM UTC",18,123,13,292
135,breaking ny ag letitia james just asked a judge to force donald trump to pay 370 million  bar him  two of his associates from the new york real estate industry for the rest of their lives she isnt messing around at all donald trump is about to go through some things,Positive,"Jan 5, 2024 · 5:38 PM UTC",1625,3571,142,17832
136,so juzi december tukiwa local joint tukashika mzinga ya captain and kiprop akasema anataka kuchapa mpaka kieleweke ni nani captain kati yake na the famous spirit from eablafter taking two classes of the delicious golden spirit he started mentioning the name that my ears hated,Positive,"Jan 5, 2024 · 5:06 PM UTC",1,0,0,87
137,on january 6th i defended our democracy from insurrectionists as a capitol police officer after president biden honored me with the presidential citizens medal today im running for congress to stop trumps maga extremists  ensure it never happens again join me,Neutral,"Jan 5, 2024 · 11:33 AM UTC",8619,15395,1727,56049
138,hey maga im so curious about this notion that trump fought for you can you tell me how cuz he didnt fight for better healthcare for you not better pay lower taxes lower drug prices or safer bridges he didnt fight to lower the national debt bring back coal or to make mexico pay for his dumb wall he tried to ban muslims from coming here he swore he bragged about rape he said out loud the bigoted things you used to have to whisper he mocked a disabled reporter he demeaned women of color he made up nicknames for the dems you dont like he promised to lock her up and none of that did a damn real thing for you hes never fought for you hes not fighting for you now hes a bigoted foulmouthed womenhating sexual predator so utterly depraved that he has taken pleasure in mocking someones physical disability hes a soulless nepotistic criminal conman who in truth finds everything about you physically repulsive but he also knows that youre dumb enough and hateful enough that he can use you and toss you away in the span of a single thumbs up but sure send him your money buy his chinesemade merch because with your money hes fighting for you to shield himself from the law by getting back into the office he used you to help him try to steal im sure hell remember you just like he did all those j6ers hes left sitting in prison cells and when he takes that social security youve been paying into your whole working life  raises your taxes im sure hell flash that signature thumbs up and then youll feel much much better cuz its all being done for you,Positive,"Dec 30, 2023 · 12:18 AM UTC",2680,5543,294,19062
139,we need a speaker in the house with a backbone to control the radicals in his party stop grandstanding buckle down and do his job,Negative,"Jan 5, 2024 · 3:42 PM UTC",0,0,0,0
140,i remember when i was doing my internship in an advertising company rama was the golden boy of digital eabl could not start meetings which targeted youth without him he was like a small godthen he started a you tube channel with his wife,Positive,"Jan 5, 2024 · 1:43 PM UTC",0,0,0,0
141,todays trading session  gainers eabl ltp 290646 a 9670 ebl lpt 85867 a 3206  kcb 54994 a 1941 nmg 49567 a  1106  losers cent jhl ka  mtnu ,Negative,"Jan 5, 2024 · 1:34 PM UTC",0,0,0,2
142,,Neutral,"Jan 5, 2024 · 11:46 AM UTC",0,0,0,0
143,carrefour kenya did the sane to eabl  carrefour had demanded a huge take in the eabl gross sales at the outlet eabl refused and pulled its products from the chain  only to come back with their tails coiled after suffering huge sales drop ,Positive,"Jan 5, 2024 · 11:33 AM UTC",0,0,0,5
144,can tell us,Neutral,"Jan 5, 2024 · 11:32 AM UTC",0,0,0,1
145,kenya we demand these adverts including devil like acts ie lgbtq such as   we curse them in kenya we dont want such devil acts we demand for those adverts to be pulled down with immediate effect,Negative,"Jan 5, 2024 · 11:27 AM UTC",0,0,0,1
146,unalipa eabl wanapipe beer to your bedsitters taps,Neutral,"Jan 5, 2024 · 10:36 AM UTC",1,0,0,1
147,,Neutral,"Jan 5, 2024 · 9:00 AM UTC",0,0,0,1
148,please ask,Neutral,"Jan 5, 2024 · 4:26 AM UTC",0,0,0,0
149,breaking the infamous proud boy who was convicted of assaulting police on january 6th and then later cut off his ankle monitor to flee from authorities is sentenced to an entire decade in prison this is what justice looks like christopher worrell was convicted of seven counts at a bench trial last year after he sprayed police during the capitol insurrection at his sentencing he claimed that his treasonous actions were inexcusable and unjustified that he was truly sorry to congress and law enforcement and that he had come to sincerely regret his choice the apology proved to be entirely inauthentic as worrell later failed to appear at a sentencing hearing a bench warrant was issued for his arrested the fbi issued an alert and he was captured weeks later bizarrely when authorities arrested him he faked a drug overdose by posing beside an opioid prescription in the hopes of delaying the inevitable consequences of his actions emergency procedures were applied and he was rushed to the hospital it turned out to be a ruse this traitor belong in prison for a very long time  and thats exactly what hes getting please retweet and  to thank the judge  and consider joining the growing exodus to tribel a new prodemocracy social network that is exploding in popularity because twitter and facebook are trying to stop its growth  which is only making tribel grow even faster please follow us on tribel to get all of our breaking news alerts sent straight to your phone or computer by clicking the following link tribelapplinkokwpihyciqb,Positive,"Jan 5, 2024 · 12:57 AM UTC",549,2635,138,10733
150,a farright court just admitted a truth that abortion foes want to hide farright court admitted true abortion hide,Positive,"Jan 5, 2024 · 12:36 AM UTC",0,2,0,3
151,a 6th grade student is dead in iowa and five others are in hospital will any of the gop candidates running for president offer anything more than thoughts and prayers its the guns stupid schoolshooting,Negative,"Jan 4, 2024 · 9:09 PM UTC",433,445,33,1581
152,so moving and true its up to each one of us to do what we can to win in november phone bank text postcards letter writing and get out the vote this is our wwii our civil rights movement our alamo and our last stand to save our union lets do it,Positive,"Sep 12, 2020 · 2:48 PM UTC",3,38,2,104
153,it used to be that kids biggest worry about their classes was passing them now its surviving them ,Neutral,"Jan 5, 2024 · 12:37 AM UTC",0,0,0,0
154,just a few days into 2024 multiple victims are reported after a massshooting at perry high school in perry iowa its the guns,Negative,"Jan 4, 2024 · 8:42 PM UTC",234,87,21,432
155,,Neutral,"Jan 5, 2024 · 12:04 AM UTC",0,0,0,0
156,yes that sickness is an obsession with guns tragically no one today should be surprised when something like this happens where they live its happening everywhere,Positive,"Jan 4, 2024 · 6:47 PM UTC",0,1,0,4
157,very disturbing mass shooting on the first day back to school in iowa praying for the students families and entire perry community its time for the donothing republican congress to act,Negative,"Jan 4, 2024 · 6:05 PM UTC",5615,2227,220,11651
158,well this cute little trick just got you blocked,Positive,"Jan 4, 2024 · 6:39 PM UTC",0,0,0,0
159,no thanks i dont want to have to disinfect my computer,Negative,"Jan 4, 2024 · 6:37 PM UTC",0,0,0,1
160,ya eabl,Neutral,"Jan 4, 2024 · 4:28 PM UTC",0,0,0,0
161,you have a call hapa,Neutral,"Jan 4, 2024 · 4:13 PM UTC",0,0,0,0
162,fika eabl,Neutral,"Jan 4, 2024 · 3:33 PM UTC",1,0,0,0
163,how come we bar owner along ngong suswa road are not represented at all by anyone from your company and we are push alot of your products ,Neutral,"Jan 4, 2024 · 1:09 PM UTC",0,0,0,0
164,vile andrew kibe alisema tukazi ya eabl siku hizi ni kuskuma hizi agenda,Neutral,"Jan 4, 2024 · 11:29 AM UTC",1,5,1,47
165,get dydx token    official hurry up,Neutral,"Jan 4, 2024 · 11:55 AM UTC",0,0,0,0
166,niliona eabl hapo nikajua bendera lazima isimamishwe,Neutral,"Jan 4, 2024 · 11:27 AM UTC",1,0,0,0
167,eabl microsoft,Neutral,"Jan 4, 2024 · 9:31 AM UTC",0,0,0,1
168,imagine this eabl sells a bottle of tusker at ksh 190 then kra takes ksh 107 as taxes leaving them with ksh 83 then they give a ksh 25 margin to distributors they remain with ksh 58 this country is unfriendly to any investor small or big,Negative,"Feb 9, 2023 · 2:51 PM UTC",228,1688,141,3400
