,link,tweet,date,texts,sentiment
34,https://twitter.com/dmchnmeowkizzen/status/1746500320904073304#m,may i stand unshaken amidst amidst the crash of worlds,"Jan 14, 2024 · 11:51 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Negative
35,https://twitter.com/dmchnmeowkizzen/status/1746500310640529558#m,hold on just a little while longer everything will be alright,"Jan 14, 2024 · 11:51 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}",Positive
36,https://twitter.com/dmchnmeowkizzen/status/1746495431717146781#m,guys guys guess what,"Jan 14, 2024 · 11:32 AM UTC","{'comments': 2, 'retweets': 0, 'quotes': 0, 'likes': 1}",Neutral
37,https://twitter.com/dmchnmeowkizzen/status/1746494885396365360#m,when she refuses to play gwent with you💔💔💔💔,"Jan 14, 2024 · 11:30 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Positive
38,https://twitter.com/dmchnmeowkizzen/status/1746494179721588863#m,yeah she got used to insults i guess she'll be fine with it,"Jan 14, 2024 · 11:27 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}",Positive
39,https://twitter.com/dmchnmeowkizzen/status/1746493021561008587#m,gin you mean??,"Jan 14, 2024 · 11:22 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 1}",Neutral
40,https://twitter.com/dmchnmeowkizzen/status/1746491070337212737#m,ew simp we don't need women /hj,"Jan 14, 2024 · 11:14 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 1}",Neutral
41,https://twitter.com/dmchnmeowkizzen/status/1746490386028036265#m,I did not even think about interacting with this shit dw,"Jan 14, 2024 · 11:12 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Negative
42,https://twitter.com/dmchnmeowkizzen/status/1746489248406986935#m,"you are simp, kimi","Jan 14, 2024 · 11:07 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 2}",Neutral
43,https://twitter.com/dmchnmeowkizzen/status/1746489050322669911#m,YOU ARE SO REALLLLLLL OMG imagine him asking kinro why he's not smell like a man and he is like cz im showering bro,"Jan 14, 2024 · 11:06 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 2}",Negative
44,https://twitter.com/dmchnmeowkizzen/status/1746486533123617189#m,blud smells like a goddamn fish confirmed,"Jan 14, 2024 · 10:56 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 2}",Negative
45,https://twitter.com/dmchnmeowkizzen/status/1746486330937225461#m,are french ppl ur worst enemy,"Jan 14, 2024 · 10:56 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}",Negative
46,https://twitter.com/dmchnmeowkizzen/status/1746485916376379684#m,i have a brush made of my hair,"Jan 14, 2024 · 10:54 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
47,https://twitter.com/dmchnmeowkizzen/status/1746485375290208405#m,,"Jan 14, 2024 · 10:52 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}",Neutral
48,https://twitter.com/dmchnmeowkizzen/status/1746484910280380452#m,i'm in love with every work of yours dwww i will🙏🙏,"Jan 14, 2024 · 10:50 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 2}",Positive
49,https://twitter.com/dmchnmeowkizzen/status/1746484532671353079#m,waitinggg,"Jan 14, 2024 · 10:48 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 2}",Neutral
50,https://twitter.com/dmchnmeowkizzen/status/1746484464945918243#m,GOOD MORNING ryusui hater kimipoo🫶🫶,"Jan 14, 2024 · 10:48 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}",Positive
51,https://twitter.com/dmchnmeowkizzen/status/1746480051795697874#m,woke up hour ago but it's still morning hehe😛 have a great day millie,"Jan 14, 2024 · 10:31 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}",Positive
52,https://twitter.com/dmchnmeowkizzen/status/1746479009406263428#m,тепер хочу себе намалювати °^°,"Jan 14, 2024 · 10:26 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 2}",Neutral
53,https://twitter.com/dmchnmeowkizzen/status/1746478809551876271#m,good morning,"Jan 14, 2024 · 10:26 AM UTC","{'comments': 2, 'retweets': 0, 'quotes': 0, 'likes': 3}",Positive
54,https://twitter.com/dmchnmeowkizzen/status/1746246747817377860#m,person touched my neck without permission im gonna explode,"Jan 13, 2024 · 7:04 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
55,https://twitter.com/dmchnmeowkizzen/status/1746236200279593011#m,reallll,"Jan 13, 2024 · 6:22 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}",Neutral
56,https://twitter.com/dmchnmeowkizzen/status/1746230005225382123#m,i remember the whole dcsttwt almost fought over it😭,"Jan 13, 2024 · 5:57 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 3}",Negative
57,https://twitter.com/dmchnmeowkizzen/status/1746210210237051161#m,не можу без неї,"Jan 13, 2024 · 4:38 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
58,https://twitter.com/dmchnmeowkizzen/status/1746207052702130325#m,"поки граю англійською і як буде настрій подивлюся, дякую","Jan 13, 2024 · 4:26 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 2}",Neutral
59,https://twitter.com/dmchnmeowkizzen/status/1746206708072915007#m,ООО дякуюююю,"Jan 13, 2024 · 4:24 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 2}",Neutral
60,https://twitter.com/dmchnmeowkizzen/status/1746206189975753112#m,ахахахахаха так-так,"Jan 13, 2024 · 4:22 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 3}",Neutral
61,https://twitter.com/dmchnmeowkizzen/status/1746206065274843485#m,дякую,"Jan 13, 2024 · 4:22 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 2}",Neutral
62,https://twitter.com/dmchnmeowkizzen/status/1746203427032486313#m,"чи можна питання, як Ви поставили українські субтитри до гри?","Jan 13, 2024 · 4:11 PM UTC","{'comments': 2, 'retweets': 0, 'quotes': 0, 'likes': 3}",Neutral
63,https://twitter.com/dmchnmeowkizzen/status/1746201621401354385#m,"ще один можливий варіант: ""кинути у 60 одного з АР700""😂","Jan 13, 2024 · 4:04 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 5}",Neutral
64,https://twitter.com/dmchnmeowkizzen/status/1746189640493670595#m,that's crazy. here's pic of my car to cheer you up,"Jan 13, 2024 · 3:17 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 2}",Positive
65,https://twitter.com/dmchnmeowkizzen/status/1746189068625400010#m,what happened again 😭,"Jan 13, 2024 · 3:14 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 1}",Neutral
66,https://twitter.com/dmchnmeowkizzen/status/1746188280691912808#m,so cuute,"Jan 13, 2024 · 3:11 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 1}",Neutral
67,https://twitter.com/ShionSkyplz/status/1746185339612663857#m,my son daisuke :3    #digimon,"Jan 13, 2024 · 3:00 PM UTC","{'comments': 2, 'retweets': 10, 'quotes': 1, 'likes': 32}",Positive
68,https://twitter.com/ratman517/status/1745992055099183238#m,Crocodile what,"Jan 13, 2024 · 2:11 AM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 19}",Neutral
69,https://twitter.com/dmchnmeowkizzen/status/1746187010627293315#m,THESE REPLIES I FUCKING LOST IT,"Jan 13, 2024 · 3:06 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Negative
70,https://twitter.com/dmchnmeowkizzen/status/1746184613490208854#m,nah i'd win,"Jan 13, 2024 · 2:57 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Positive
71,https://twitter.com/dmchnmeowkizzen/status/1746184147847073901#m,"i remember i used to be OBSESSED with billie eilish and i was in her fan public and there was post that said ""you won't see anything cuter that this today""(it was billie pic) and i dropped picture of a fucking kitten in the comments because i thought it was a competition","Jan 13, 2024 · 2:55 PM UTC","{'comments': 2, 'retweets': 1, 'quotes': 0, 'likes': 2}",Negative
72,https://twitter.com/dmchnmeowkizzen/status/1746178293311676464#m,nvm i figured out (law is good-looking tho),"Jan 13, 2024 · 2:32 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 1}",Neutral
73,https://twitter.com/dmchnmeowkizzen/status/1746177457323979180#m,what was gojo's purpose here help,"Jan 13, 2024 · 2:28 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 1}",Positive
74,https://twitter.com/dmchnmeowkizzen/status/1746168198834127072#m,i would say of non-catholic cristians,"Jan 13, 2024 · 1:51 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
75,https://twitter.com/weirddalle/status/1745950291306914132#m,,"Jan 12, 2024 · 11:26 PM UTC","{'comments': 867, 'retweets': 18371, 'quotes': 1726, 'likes': 157971}",Neutral
76,https://twitter.com/dmchnmeowkizzen/status/1746147237602709824#m,"""останній раз людина ходила на місяці у 1972-му"" блять що там робити на тому місяці чувак","Jan 13, 2024 · 12:28 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}",Neutral
77,https://twitter.com/dmchnmeowkizzen/status/1746146301421461786#m,bro you thought you can say that shit and then apologize and noone would mind lmao you coward,"Jan 13, 2024 · 12:24 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Negative
78,https://twitter.com/dmchnmeowkizzen/status/1746143262597910914#m,my mom always tells me the crazies things she saw too😭,"Jan 13, 2024 · 12:12 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 2}",Neutral
79,https://twitter.com/dmchnmeowkizzen/status/1746141573237047417#m,i don't trust ppl who don't like hyperpop,"Jan 13, 2024 · 12:06 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Negative
80,https://twitter.com/dmchnmeowkizzen/status/1746138224404128178#m,YOU ARE STUNNING,"Jan 13, 2024 · 11:52 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 2}",Positive
81,https://twitter.com/dmchnmeowkizzen/status/1746138031176761624#m,rate my sushi‼️💯,"Jan 13, 2024 · 11:52 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
82,https://twitter.com/dmchnmeowkizzen/status/1746133927448719399#m,i was in hospital at 03/04/22 it got b0mb3d at 3 am by russians. i had to evacuate cz i was fortunately alive. and now how tf is this following the rules of war,"Jan 13, 2024 · 11:35 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 1, 'likes': 1}",Negative
83,https://twitter.com/dmchnmeowkizzen/status/1746132657182814307#m,your mom,"Jan 13, 2024 · 11:30 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
84,https://twitter.com/dmchnmeowkizzen/status/1746132154529046876#m,or mahito 😨,"Jan 13, 2024 · 11:28 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
85,https://twitter.com/dmchnmeowkizzen/status/1746132152364810506#m,me when heterochromia mentioned (they talk about Markus),"Jan 13, 2024 · 11:28 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
86,https://twitter.com/dmchnmeowkizzen/status/1746112492881809663#m,HOW MANY LETTERS IN COSPLAYS 😍😍😍,"Jan 13, 2024 · 10:10 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
87,https://twitter.com/dmchnmeowkizzen/status/1746111545828950098#m,good morning (lego chromegin ‼️),"Jan 13, 2024 · 10:06 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 4}",Positive
88,https://twitter.com/dmchnmeowkizzen/status/1745956558456893934#m,good night!,"Jan 12, 2024 · 11:50 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Positive
89,https://twitter.com/dmchnmeowkizzen/status/1745917698087801105#m,muah muah muah muah muah muah and they were both BOYS,"Jan 12, 2024 · 9:16 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Positive
90,https://twitter.com/dmchnmeowkizzen/status/1745904114414891231#m,*somedude viewed your profile* buddy just say you are in love with me🙏,"Jan 12, 2024 · 8:22 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Positive
91,https://twitter.com/dmchnmeowkizzen/status/1745902099785728244#m,you never played rdr2 do you,"Jan 12, 2024 · 8:14 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Negative
92,https://twitter.com/dmchnmeowkizzen/status/1745901766749618363#m,question from discord cz im curious HOW DOES GINRO SMELL,"Jan 12, 2024 · 8:13 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 1, 'likes': 0}",Negative
93,https://twitter.com/dmchnmeowkizzen/status/1745900326736023951#m,"fuck this редагувати повідомлення feature. im gonna відправити слово, яке я мав на увазі окремим повідомленням з зірочкою після нього.","Jan 12, 2024 · 8:07 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Negative
94,https://twitter.com/dmchnmeowkizzen/status/1745897955322634547#m,couldn't be our teachers,"Jan 12, 2024 · 7:58 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
95,https://twitter.com/dmchnmeowkizzen/status/1745897275832811904#m,me when ppl point out my biggest insecurity (literally any flaw of mine) ((now i want to die)),"Jan 12, 2024 · 7:55 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Negative
96,https://twitter.com/dmchnmeowkizzen/status/1745891545151152599#m,lmao me playing detroit (i can't keep my characters alive),"Jan 12, 2024 · 7:32 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Positive
97,https://twitter.com/bluebitcho/status/1745852262163902638#m,"looking for dr stone mutuals, i offer uhh lesbians and tsukasa #dcst #koharyllis #kohaku #amaryllis","Jan 12, 2024 · 4:56 PM UTC","{'comments': 22, 'retweets': 39, 'quotes': 2, 'likes': 144}",Neutral
98,https://twitter.com/dmchnmeowkizzen/status/1745876514992795661#m,,"Jan 12, 2024 · 6:32 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}",Neutral
99,https://twitter.com/dmchnmeowkizzen/status/1745874514309751026#m,hhhi hello can we be mutuals please 🙏,"Jan 12, 2024 · 6:24 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 1}",Positive
100,https://twitter.com/topas880/status/1745576495420932437#m,Справжній відьмак вибирає партійку в гвінт!,"Jan 11, 2024 · 10:40 PM UTC","{'comments': 2, 'retweets': 2, 'quotes': 0, 'likes': 187}",Neutral
101,https://twitter.com/dmchnmeowkizzen/status/1745873521543168374#m,Оо так,"Jan 12, 2024 · 6:20 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
102,https://twitter.com/dmchnmeowkizzen/status/1745850961761911117#m,"дякуююю, я інколи піддивляюся проходження, щоб не нашкодити 😅😅","Jan 12, 2024 · 4:51 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}",Neutral
103,https://twitter.com/dmchnmeowkizzen/status/1745848094921531521#m,sorry honey i didn't cook any meal for you and didn't feed our cat i played red dead redemption 2 and detroit become human all day sorry i love you,"Jan 12, 2024 · 4:39 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}",Positive
104,https://twitter.com/dmchnmeowkizzen/status/1745847139643675059#m,THEY GOT MICAH‼️💯,"Jan 12, 2024 · 4:36 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
105,https://twitter.com/dmchnmeowkizzen/status/1745842639591600553#m,EATS YOU🫶,"Jan 12, 2024 · 4:18 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}",Neutral
106,https://twitter.com/dmchnmeowkizzen/status/1745842589125734430#m,you will be great father !,"Jan 12, 2024 · 4:18 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}",Positive
107,https://twitter.com/dmchnmeowkizzen/status/1745842426546123100#m,your edits AND art are so goodddd,"Jan 12, 2024 · 4:17 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 1}",Neutral
108,https://twitter.com/dmchnmeowkizzen/status/1745842357193306569#m,i have the worst internet ever this shit pisses me off how am i supposed to work,"Jan 12, 2024 · 4:17 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Negative
109,https://twitter.com/ShionSkyplz/status/1745823135830528397#m,ginro fancam🩷  #drstone,"Jan 12, 2024 · 3:00 PM UTC","{'comments': 3, 'retweets': 11, 'quotes': 0, 'likes': 22}",Neutral
110,https://twitter.com/dmchnmeowkizzen/status/1745840552816329057#m,MY GIRL‼️‼️💯💯,"Jan 12, 2024 · 4:09 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 1}",Neutral
111,https://twitter.com/dmchnmeowkizzen/status/1745838737966199107#m,good luck🙏,"Jan 12, 2024 · 4:02 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 1}",Positive
112,https://twitter.com/dmchnmeowkizzen/status/1745822460316881322#m,у цьому😅,"Jan 12, 2024 · 2:58 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 1}",Neutral
113,https://twitter.com/dmchnmeowkizzen/status/1745812201376448579#m,загрався упс,"Jan 12, 2024 · 2:17 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 2}",Neutral
114,https://twitter.com/dmchnmeowkizzen/status/1745809022911979988#m,what are you gonna do now kirin😢,"Jan 12, 2024 · 2:04 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 2}",Neutral
115,https://twitter.com/dmchnmeowkizzen/status/1745808890292224127#m,я досі шукаю способі як втекти в цій главі та не потрапити до поліцейських,"Jan 12, 2024 · 2:04 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 1}",Neutral
116,https://twitter.com/dmchnmeowkizzen/status/1745808704161656975#m,so i wrote a poem,"Jan 12, 2024 · 2:03 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
117,https://twitter.com/dmchn_art/status/1745786588406178085#m,my hand is better now #DetroitBecomeHuman #укрдетройт,"Jan 12, 2024 · 12:35 PM UTC","{'comments': 0, 'retweets': 5, 'quotes': 0, 'likes': 18}",Positive
118,https://twitter.com/dmchnmeowkizzen/status/1745787507453637111#m,if i turn 25,"Jan 12, 2024 · 12:39 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
119,https://twitter.com/dmchnmeowkizzen/status/1745787503016050965#m,can't say about leg i guess i'll end up without joints before i turn 25,"Jan 12, 2024 · 12:39 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
