,data,text,stats,links,sentiment
13,https://twitter.com/Titusvybes/status/1697933458889228330#m,#AD We are going to Party with @mccasmir tomorrow at Lazio - Kololo..! I can’t wait to see y’all in White 💯🤍 #ChooseFlavourWithEdge #MoreFlavourMoreEdge,"Sep 2, 2023 · 11:24 AM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 7}",Positive
14,https://twitter.com/Titusvybes/status/1697567899362160880#m,"#AD Cheers to a new month full of fun, happiness and good health..! Welcoming September with a @SmirnoffUganda 🥂😊 #ChooseFlavourWithEdge #MoreFlavourMoreEdge","Sep 1, 2023 · 11:11 AM UTC","{'comments': 0, 'retweets': 3, 'quotes': 0, 'likes': 19}",Positive
15,https://twitter.com/PeshAhumuza/status/1696923851685249365#m,#AD Partying with the coolest crew 😜and the smoothest Smirnoff vodka cocktails! 🍸🍹🥂🎉  #MoreFlavourMoreEdge #ChooseFlavourWithEdge,"Aug 30, 2023 · 4:32 PM UTC","{'comments': 0, 'retweets': 6, 'quotes': 0, 'likes': 14}",Positive
16,https://twitter.com/EddiePages/status/1696140815381266781#m,#PaidPartnershipWithEABL   I recently did a cocktail  I’m going to drop you a video teaching you how. #MoreFlavourMoreEdge #ChooseFlavourWithEdge,"Aug 28, 2023 · 12:40 PM UTC","{'comments': 0, 'retweets': 16, 'quotes': 0, 'likes': 41}",Negative
17,https://twitter.com/sharon_kiwanuka/status/1696135670874448188#m,#PaidPartnershipWithEABL  Mondays are for playing UNO at the beach with my  @SmirnoffUganda and starting the week on a happy note. Happy new week 🥰 #ChooseFlavourWithEdge,"Aug 28, 2023 · 12:20 PM UTC","{'comments': 0, 'retweets': 14, 'quotes': 1, 'likes': 39}",Positive
18,https://twitter.com/sharon_kiwanuka/status/1694663259444437277#m,#AD The kisooto was clear but we still had fun nonetheless my guy. The @SmirnoffUganda also gave me the best vibes ever.   #BlanketsAndWineKla #ChooseFlavourWithEdge,"Aug 24, 2023 · 10:49 AM UTC","{'comments': 0, 'retweets': 15, 'quotes': 1, 'likes': 19}",Positive
19,https://twitter.com/Titusvybes/status/1693970752507166938#m,"#AD The wait is over..! NYEGE NYEGE is back from November 9th - 12th at 3 Venues - Source of the Nile, Jinja Show Grounds & Golf Course. 💯🔥💪🏽 #Nyege23 #ChooseFlavourWithEdge","Aug 22, 2023 · 12:57 PM UTC","{'comments': 1, 'retweets': 9, 'quotes': 0, 'likes': 54}",Neutral
20,https://twitter.com/mccasmir/status/1693962566140076522#m,#Ad : Nyege Nyege is back crazy experience with SmirnOff . 3 Venues in One (Source of the Nile + Golf Course + Jinja Show Ground) #Nyege23 #chooseflavourwithedge,"Aug 22, 2023 · 12:25 PM UTC","{'comments': 3, 'retweets': 10, 'quotes': 0, 'likes': 41}",Negative
21,https://twitter.com/omwiisiki/status/1693961132430508231#m,"#PaidPartnershipWithEABL #Nyege23 is FINALLY here 🔥🔥🔥🔥🔥  Happening on 9-12th of November 2023.   Venues: Golf course, Jinja show grounds and Source of the Nile.  Get ready!!!!!! #ChooseFlavourWithEdge","Aug 22, 2023 · 12:19 PM UTC","{'comments': 0, 'retweets': 16, 'quotes': 0, 'likes': 28}",Neutral
22,https://twitter.com/sharon_kiwanuka/status/1693946023138238719#m,"#PaidPartnershipWithEABL The #Nyege23 dates are FINALLY in. This 9-12th of November, @NyegeNyegeFest will be happening at Golf course, Jinja show grounds and Source of the Nile.  #ChooseFlavourWithEdge","Aug 22, 2023 · 11:19 AM UTC","{'comments': 1, 'retweets': 17, 'quotes': 0, 'likes': 25}",Neutral
23,https://twitter.com/Titusvybes/status/1693257574739533896#m,#AD Thank you @SmirnoffUganda for the amazing immersion that made us learn how to make some cocktails..! It was really a great experience 💯🥂  #MoreFlavourMoreEgde #ChooseFlavourWithEdge,"Aug 20, 2023 · 1:43 PM UTC","{'comments': 1, 'retweets': 3, 'quotes': 0, 'likes': 16}",Positive
24,https://twitter.com/Titusvybes/status/1692866241264787585#m,"#AD Hello Fam, We had an amazing @SmirnoffUganda immersion and I’m really excited to announce that I’m on the Smirnoff Squad. I can’t wait to continue to share with y’all what an amazing journey this will be for Smirnoff and I..!  #ChooseFlavourWithEdge #MoreFlavourMoreEgde","Aug 19, 2023 · 11:48 AM UTC","{'comments': 1, 'retweets': 3, 'quotes': 0, 'likes': 24}",Positive
25,https://twitter.com/Titusvybes/status/1690777342090653696#m,"#AD  What’s your flavour ..?? Black Ice, Red, Pineapple, or Guarana   #MoreFlavourMoreEgde #ChooseFlavourWithEdge","Aug 13, 2023 · 5:28 PM UTC","{'comments': 1, 'retweets': 2, 'quotes': 0, 'likes': 15}",Neutral
26,https://twitter.com/sharon_kiwanuka/status/1683903247667580928#m,😂😂😂😂but  drink responsibly and pace yourself with water. Thank you for choosing the best beer EVER. #ChooseFlavourWithEdge 😍😍,"Jul 25, 2023 · 6:13 PM UTC","{'comments': 1, 'retweets': 1, 'quotes': 1, 'likes': 5}",Positive
27,https://twitter.com/reshbacker/status/1668398539255214082#m,Knowing what to say is knowledge &  Knowing when to say it is wisdom.    #chooseflavourwithedge @mcescostar1 @lynda_ddane @ntvuganda,"Jun 12, 2023 · 11:23 PM UTC","{'comments': 1, 'retweets': 4, 'quotes': 0, 'likes': 9}",Positive
28,https://twitter.com/Inyaaclare/status/1659148121954238464#m,#AD  Take me back to 13th May please 😎 #SmirnoffFiestas was something else.   #ChooseFlavourWithEdge #UnleashYourEdge,"May 18, 2023 · 10:45 AM UTC","{'comments': 1, 'retweets': 5, 'quotes': 0, 'likes': 35}",Positive
29,https://twitter.com/EmceeKunaana/status/1658501374114422784#m,#AD That @desilverback set on the #SmirnoffFiestas at Mbarara University Inn was mwaaaadd🔥  #ChooseFlavourWithEdge #UnleashYourEdge #SmirnoffFiestas,"May 16, 2023 · 3:55 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 7}",Neutral
30,https://twitter.com/Inyaaclare/status/1658455800233304065#m,#AD  Awesome memories were made on 13th May. A big thank you to everyone who partied with us.   #SmirnoffFiestas #UnleashYourEdge #ChooseFlavourWithEdge,"May 16, 2023 · 12:54 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 12}",Positive
31,https://twitter.com/mutetsimelissa/status/1658133332712980480#m,#PaidPartnershipWithEABL   Mbarara thank you for the huge numbers 🙏🏽🙏🏽🙏🏽 We’re going to go even bigger for Gulu next  #UnleashYourEdge #ChooseFlavourWithEdge #MoreFlavourMoreEdge #DrinkBetterNotMore,"May 15, 2023 · 3:32 PM UTC","{'comments': 2, 'retweets': 5, 'quotes': 0, 'likes': 13}",Positive
32,https://twitter.com/EmceeKunaana/status/1658122796516425735#m,#AD   In case you missed just know it got hot at University Inn on the #SmirnoffFiestas 🔥🎤  #ChooseFlavourWithEdge #UnleashYourEdge,"May 15, 2023 · 2:50 PM UTC","{'comments': 0, 'retweets': 3, 'quotes': 0, 'likes': 27}",Negative
33,https://twitter.com/Inyaaclare/status/1658095060565540865#m,#AD #SmirnoffFiestas Mbarara experience was just mwaaah!! Thanks for coming through Darlings🥂  #UnleashYourEdge #ChooseFlavourWithEdge,"May 15, 2023 · 1:00 PM UTC","{'comments': 0, 'retweets': 4, 'quotes': 0, 'likes': 24}",Positive
34,https://twitter.com/MBU/status/1657542027385397248#m,Mbarara had all the good vibes 🔥  #ChooseFlavourWithEdge #MoreFlavourMoreEdge,"May 14, 2023 · 12:23 AM UTC","{'comments': 2, 'retweets': 18, 'quotes': 1, 'likes': 157}",Positive
35,https://twitter.com/Inyaaclare/status/1657518332906438659#m,#AD  🔥🔥🔥🔥 University Inn   #SmirnoffFiestas #ChooseFlavourWithEdge #UnleashYourEdge55,"May 13, 2023 · 10:49 PM UTC","{'comments': 2, 'retweets': 4, 'quotes': 0, 'likes': 28}",Neutral
36,https://twitter.com/Inyaaclare/status/1657480012893761537#m,#AD  The Party is being eaten.  No excuses here🔥🔥  #SmirnoffFiestas #ChooseFlavourWithEdge #UnleashYourEdge,"May 13, 2023 · 8:16 PM UTC","{'comments': 1, 'retweets': 5, 'quotes': 0, 'likes': 22}",Positive
37,https://twitter.com/mutetsimelissa/status/1657464615633137664#m,#AD Dj Alisha gave us the greatest mixes  #chooseflavourwithedge,"May 13, 2023 · 7:15 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 4}",Positive
38,https://twitter.com/Inyaaclare/status/1657445241450790914#m,#AD Fresh Vibes  Happening now at University Inn   #SmirnoffFirstas #UnleashYourEdge #ChooseFlavourWithEdge,"May 13, 2023 · 5:58 PM UTC","{'comments': 1, 'retweets': 2, 'quotes': 0, 'likes': 15}",Positive
39,https://twitter.com/EmceeKunaana/status/1657440402381651969#m,#PaidPartnershipWithEABL   We already edging with my G @starcentdj iwe wachillinga nooha on the #SmirnoffFiestas at Mbarara University Inn 😍  #UnleashYourEdge #ChooseFlavourWithEdge,"May 13, 2023 · 5:39 PM UTC","{'comments': 0, 'retweets': 7, 'quotes': 1, 'likes': 63}",Neutral
40,https://twitter.com/Inyaaclare/status/1657429963690131458#m,#AD  The crowd hyper @starcentdj unleashing his edge😎  #SmirnoffFiestas #UnleashYourEdge #ChooseFlavourWithEdge,"May 13, 2023 · 4:57 PM UTC","{'comments': 0, 'retweets': 11, 'quotes': 0, 'likes': 47}",Neutral
41,https://twitter.com/Inyaaclare/status/1657325686628007937#m,#AD  Happy #SmirnoffFiestas day Darlings 🥳🥂 Setting up and gearing up for an awesome experience.   #ChooseFlavourWithEdge #UnleashYourEdge,"May 13, 2023 · 10:03 AM UTC","{'comments': 5, 'retweets': 11, 'quotes': 1, 'likes': 62}",Positive
42,https://twitter.com/Inyaaclare/status/1657320768647069696#m,#AD The party has to be eaten😎 Let's meet at #SmirnoffFiestas this afternoon for an absolute party.   University Inn 📍📍  #UnleashYourEdge #ChooseFlavourWithEdge,"May 13, 2023 · 9:43 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 10}",Positive
43,https://twitter.com/mutetsimelissa/status/1657309575521918978#m,#PaidPartnershipWithEABL @EddiePages we look good together  Smiles and Smirnoff ice Guarana  #SmirnoffFiestas #chooseflavourwithedge #UnleashYourEdge,"May 13, 2023 · 8:59 AM UTC","{'comments': 3, 'retweets': 19, 'quotes': 1, 'likes': 63}",Positive
44,https://twitter.com/Inyaaclare/status/1657076881370251265#m,"#AD  Ladies and gentlemen, your MCs tomorrow. Just a few hours to the coolest experience.  #SmirnoffFiestas #UnleashYourEdge #ChooseFlavourWithEdge","May 12, 2023 · 5:34 PM UTC","{'comments': 1, 'retweets': 4, 'quotes': 0, 'likes': 23}",Neutral
45,https://twitter.com/EmceeKunaana/status/1657033956724731904#m,#AD Final touches wuhuuuuuu!! 😍#SmirnoffFiestas happening tomorrow at University Inn And I’m your host alongside @Lithan_Mc1 @SammyWetala and many more national and international acts… The excitement is unmatched😊☺️  #ChooseFlavourWithEdge #UnleashYourEdge,"May 12, 2023 · 2:44 PM UTC","{'comments': 1, 'retweets': 5, 'quotes': 1, 'likes': 26}",Positive
46,https://twitter.com/Inyaaclare/status/1657021908062183429#m,#SmirnoffFiestas #UnleashYourEdge #ChooseFlavourWithEdge,"May 12, 2023 · 1:56 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}",Neutral
47,https://twitter.com/mutetsimelissa/status/1656995143403069440#m,"#AD Mbarara are you ready!!!!!  Put your dancing shoes on, we’re in your town   #SmirnoffFiestas #ChooseFlavourWithEdge #MoreFlavourMoreEdge","May 12, 2023 · 12:10 PM UTC","{'comments': 1, 'retweets': 12, 'quotes': 0, 'likes': 31}",Neutral
48,https://twitter.com/mutetsimelissa/status/1656955142762115073#m,#AD We’re off to Mbarara for the #SmirnoffFiesta with the squad   Happening tomorrow at University Inn  #ChooseFlavourWithEdge #UnleashYourEdge,"May 12, 2023 · 9:31 AM UTC","{'comments': 4, 'retweets': 15, 'quotes': 1, 'likes': 55}",Neutral
49,https://twitter.com/Inyaaclare/status/1656702440199143425#m,#AD We are outside this Saturday.  Mbarara University Inn is where the PARTY is at.  #SmirnoffFiestas #SmirnoffFiestas #ChooseFlavourWithEdge,"May 11, 2023 · 4:46 PM UTC","{'comments': 3, 'retweets': 12, 'quotes': 0, 'likes': 37}",Positive
50,https://twitter.com/Inyaaclare/status/1656650677043580931#m,#AD Small Small reminder Darlings😎   #SmirnoffFiestas going down this Saturday 13th May at University Inn Mbarara. See you there.5  #UnleashYourEdge #ChooseFlavourWithEdge,"May 11, 2023 · 1:21 PM UTC","{'comments': 5, 'retweets': 7, 'quotes': 0, 'likes': 18}",Neutral
51,https://twitter.com/mutetsimelissa/status/1656358832681938957#m,#AD  3 dayyyyssssss to the #SmirnoffFiesta in Mbarara at University Inn😍😍😍  Nothing can contain my excitement   #ChooseFlavourWithEdge,"May 10, 2023 · 6:01 PM UTC","{'comments': 0, 'retweets': 4, 'quotes': 0, 'likes': 6}",Positive
52,https://twitter.com/mutetsimelissa/status/1655997176843993118#m,#AD  First comment or quoted tweet that gets no response or like will win a free ticket to the #SmirnoffFiesta this Saturday 😊  #MoreFlavourMoreEdge #ChooseFlavourWithEdge,"May 9, 2023 · 6:04 PM UTC","{'comments': 2, 'retweets': 3, 'quotes': 4, 'likes': 9}",Positive
53,https://twitter.com/Inyaaclare/status/1655922519449247750#m,#AD Just 4 days to an AWESOME experience. Secure your ticket and let's party this Saturday.   #SmirnoffFiestas #ChooseFlavourWithEdge,"May 9, 2023 · 1:07 PM UTC","{'comments': 0, 'retweets': 5, 'quotes': 0, 'likes': 15}",Positive
54,https://twitter.com/jim_trax_japher/status/1655839028023902208#m,#AD  Want to win a ticket to the #SmirnoffFieatas Mbra Experience?  Well simply ; Step 1:take a picture of any Smirnoff billboard around town  Step 2: Post event date and location  Step 3: Tag me in post  Step 4: Use the hashtags (  #ChooseFlavourWithEdge #MoreFlavourMoreEdge  ),"May 9, 2023 · 7:36 AM UTC","{'comments': 0, 'retweets': 5, 'quotes': 0, 'likes': 9}",Positive
55,https://twitter.com/mutetsimelissa/status/1655608882717249536#m,#AD Y’all ready to turn uppppppp Honestly I can’t wait for the #SmirnoffFiesta cause I get to see Black motion 😍😍😍  Banaye simanyi nakumanya 💃🏽💃🏽💃🏽💃🏽💃🏽  #MoreFlavourMoreEdge #ChooseFlavourWithEdge,"May 8, 2023 · 4:21 PM UTC","{'comments': 0, 'retweets': 4, 'quotes': 0, 'likes': 9}",Positive
56,https://twitter.com/mutetsimelissa/status/1655599967598174209#m,#AD  We’ve made access to tickets for the #SmirnoffFiesta on 13th May this weekend very easy for you ☺️  I’ll be giving away some tickets at 8pm. All you have to do is answer a few simple questions   #ChooseFlavourWithEdge #MoreFlavourMoreEdge,"May 8, 2023 · 3:46 PM UTC","{'comments': 0, 'retweets': 3, 'quotes': 0, 'likes': 4}",Positive
57,https://twitter.com/Inyaaclare/status/1655547798815637504#m,"#AD  The biggest party in the land of milk and honey will be going down this Saturday 13th May at University Inn Mbarara 😎 🥳  Get ready for Fresh Vibes, Fresh Mixes and Awesome performances. Grab your ticket now.  #SmirnoffFiesta #ChooseFlavourWithEdge","May 8, 2023 · 12:18 PM UTC","{'comments': 2, 'retweets': 1, 'quotes': 0, 'likes': 24}",Positive
58,https://twitter.com/Inyaaclare/status/1654881143928283136#m,#AD  Check out how the #SmirnoffFiestas experience went down in Kampala.   It's gonna be bigger and better in Mbarara on 13th May at University Inn 😎🥂  #UnleashYourEdge #ChooseFlavourWithEdge,"May 6, 2023 · 4:09 PM UTC","{'comments': 0, 'retweets': 2, 'quotes': 0, 'likes': 13}",Positive
59,https://twitter.com/Inyaaclare/status/1654465109526233089#m,#AD  The Weekend starts at Shooters Bar 🥂  Let's Party tonight as we count down to the #SmirnoffFiesta this 13th May at University Inn Mbarara. Come through tonight and secure your invite. See you Darlings.   #UnleashYourEdge #ChooseFlavourWithEdge,"May 5, 2023 · 12:36 PM UTC","{'comments': 1, 'retweets': 4, 'quotes': 0, 'likes': 14}",Positive
60,https://twitter.com/Inyaaclare/status/1654109559626014720#m,#AD  Mbarara!!! Black Motion is coming to town for the #SmirnoffFiestas experience on 13th May at University Inn. Expect an electric performance. Just a  few days to go Darlings.   #ChooseFlavourWithEdge,"May 4, 2023 · 1:03 PM UTC","{'comments': 1, 'retweets': 2, 'quotes': 0, 'likes': 15}",Positive
61,https://twitter.com/mutetsimelissa/status/1653803142469804033#m,#PaidPartnershipWithEABL  Mbarara @SmirnoffUganda is bringing you Black Motion ♥️😍😍 on 13th May at University Inn.   Have you secured your ticket yet for the #Smirnofffiesta ?? #ChooseFlavourWithEdge,"May 3, 2023 · 4:46 PM UTC","{'comments': 0, 'retweets': 3, 'quotes': 0, 'likes': 10}",Positive
62,https://twitter.com/Inyaaclare/status/1653754684618809348#m,#AD  13th May is gonna be massive🔥🔥 The #SmirnoffFiestas experience will be at University Inn Mbarara.Gather your squad and join us for the ultimate Party🥂  #UnleashYourEdge #ChooseFlavourWithEdge,"May 3, 2023 · 1:33 PM UTC","{'comments': 1, 'retweets': 7, 'quotes': 2, 'likes': 47}",Positive
63,https://twitter.com/Inyaaclare/status/1652651476433485830#m,#AD Come through Darlings. Let's say bye bye to April in a special Smirnoff way 🍻 Soho Terrace is the place to be tonight.   #SmirnoffFiestas experience on 13th May at University Inn Mbarara   #ChooseFlavourWithEdge,"Apr 30, 2023 · 12:29 PM UTC","{'comments': 0, 'retweets': 2, 'quotes': 0, 'likes': 19}",Positive
64,https://twitter.com/Inyaaclare/status/1651990708897689616#m,#AD Here we go!! This line up is too hot to miss😎 Come #UnleashYourEdge this 13th May at University Inn Mbarara with #SmirnoffFiestas🥳🥳 See you.  #ChooseFlavourWithEdge,"Apr 28, 2023 · 4:44 PM UTC","{'comments': 2, 'retweets': 4, 'quotes': 0, 'likes': 23}",Neutral
65,https://twitter.com/Inyaaclare/status/1651584220710555653#m,#AD Tonight at The Heat 🔥🔥 come through and  #UnleashYourEdge as we get ready for 13th May at University Inn Mbarara   #SmirnoffFiestas #ChooseFlavourWithEdge,"Apr 27, 2023 · 1:48 PM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 4}",Positive
66,https://twitter.com/Inyaaclare/status/1651190185839697922#m,#AD Counting down to 13th May. Come through tonight at Vybz Lounge and have a good time with us.  #SmirnoffFiestas #ChooseFlavourWithEdge,"Apr 26, 2023 · 11:43 AM UTC","{'comments': 0, 'retweets': 2, 'quotes': 0, 'likes': 8}",Positive
67,https://twitter.com/kumra_andyug/status/1651151158843506688#m,You can't block me from going for #SmirnoffFiestas 13th May at the University Inn grounds pliz I have to #ChooseFlavourWithEdge @SmirnoffUganda,"Apr 26, 2023 · 9:08 AM UTC","{'comments': 1, 'retweets': 2, 'quotes': 0, 'likes': 5}",Positive
68,https://twitter.com/kumra_andyug/status/1651149151193690112#m,I #ChooseFlavourWithEdge @SmirnoffUganda 13th May is officially for #SmirnoffFiestas at the University Inn grounds mbarara come #UnleashYourEdge,"Apr 26, 2023 · 9:00 AM UTC","{'comments': 0, 'retweets': 4, 'quotes': 0, 'likes': 9}",Neutral
69,https://twitter.com/djalberto43/status/1650974220430594049#m,#AD Not the usual 13th May … Mbarara city is gonna be on 🔥 … Fun-filled experience lock them dates lets rock  #SmirnoffFiestas #ChooseFlavourWithEdge,"Apr 25, 2023 · 9:25 PM UTC","{'comments': 0, 'retweets': 4, 'quotes': 0, 'likes': 28}",Neutral
70,https://twitter.com/Inyaaclare/status/1650871145585950722#m,"#AD 13th May is so close i can smell it 😎The Drip is gonna be top tier, fun is guaranteed and awesome memories will be made 🍻 Come Party with us.  #SmirnoffFiestas #ChooseFlavourWithEdge","Apr 25, 2023 · 2:35 PM UTC","{'comments': 0, 'retweets': 11, 'quotes': 0, 'likes': 34}",Positive
71,https://twitter.com/mccasmir/status/1650851234348244993#m,Peacefully enjoying my Smirnoff Ka Green Apple #SmirnoffFiestas #chooseFlavourWithEdge #moreflavourmoreEdge 13th May Mbarara,"Apr 25, 2023 · 1:16 PM UTC","{'comments': 7, 'retweets': 7, 'quotes': 0, 'likes': 49}",Positive
72,https://twitter.com/Inyaaclare/status/1650520917909405698#m,#AD  What's your flavor? 🍻We are gonna have a major party on 13th May at University Inn Mbarara. Come #UnleashYourEdge with Smirnoff.  #SmirnoffFiestas #ChooseFlavourWithEdge,"Apr 24, 2023 · 3:23 PM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 11}",Positive
73,https://twitter.com/innocent_Mugi/status/1648712704260026371#m,#UnleashYourEdge #ChooseFlavourWithEdge,"Apr 19, 2023 · 3:38 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}",Neutral
74,https://twitter.com/Inyaaclare/status/1648703399607562241#m,"#AD You've got to be there🥳 #SmirnoffFiestas will be at Mbarara University Inn, 13th May. Gather your squad and come mix with the coolest crowd.  #UnleashYourEdge #ChooseFlavourWithEdge","Apr 19, 2023 · 3:01 PM UTC","{'comments': 1, 'retweets': 4, 'quotes': 0, 'likes': 24}",Neutral
75,https://twitter.com/Inyaaclare/status/1648370184967667714#m,#AD Fresh mixes🥳 Fresher Vibes 🥂 Smirnoff has two new Awesome Flavors; Smirnoff Ice Pineapple Punch and Guarana(now in a bottle) #SmirnoffFiestas is coming to the land of milk and honey this 13th May at Mbarara University Inn.   #UnleashYourEdge #ChooseFlavourWithEdge,"Apr 18, 2023 · 4:57 PM UTC","{'comments': 0, 'retweets': 3, 'quotes': 0, 'likes': 24}",Positive
76,https://twitter.com/mutetsimelissa/status/1648001712077127681#m,#PaidPartnershipWithEABL It’s Ice Black Monday and I wanted to wish y’all a Flavourful week 😍  Join in on the fun as we unleash a new flavor that will tingle your taste buds ♥️  #Smirnofffiestas #ChooseFlavourWithEdge,"Apr 17, 2023 · 4:33 PM UTC","{'comments': 0, 'retweets': 8, 'quotes': 0, 'likes': 28}",Positive
77,https://twitter.com/Inyaaclare/status/1647202076848472075#m,"#AD You said FLAVOR, we brought the EDGE baby.  Checkout our new Flavors; Smirnoff Ice Pineapple Punch & Guarana (now in a bottle), delicious, crisp exciting new FLAVORS, now available at 4000 RRP.  #SmirnoffFiestas #ChooseFlavourWithEdge","Apr 15, 2023 · 11:35 AM UTC","{'comments': 1, 'retweets': 2, 'quotes': 0, 'likes': 18}",Positive
78,https://twitter.com/Inyaaclare/status/1646899807502454786#m,#AD  Look at this line up 🔥🔥Start your weekend with these guys at Shooters tonight.   #SmirnoffFiestas experience is on 13th May at University Inn   #UnleashYourEdge #ChooseFlavourWithEdge,"Apr 14, 2023 · 3:34 PM UTC","{'comments': 0, 'retweets': 4, 'quotes': 0, 'likes': 21}",Neutral
79,https://twitter.com/Inyaaclare/status/1646525984517271555#m,#AD Unleash your edge tonight at The Heat Bar. Massive party with the coolest crowd as we count down to 13th May 2023  #SmirnoffFiestas #ChooseFlavourWithEdge,"Apr 13, 2023 · 2:49 PM UTC","{'comments': 1, 'retweets': 4, 'quotes': 0, 'likes': 19}",Positive
80,https://twitter.com/EmceeKunaana/status/1646282770581270528#m,#AD We edging already @LoungeVybz with @Lithan_Mc1 X @DeejBanxx as we preach about the biggest party coming to Mbarara University Inn on 13th May🍻🕺💃  #ChooseFlavourWithEdge #SmirnoffFiestas,"Apr 12, 2023 · 10:42 PM UTC","{'comments': 3, 'retweets': 6, 'quotes': 0, 'likes': 25}",Positive
