,cleaned_text,Sentiment,Stats,comments,retweets,quotes,likes
83,the man of the night is finally here nyashinski   tuskeroktobafest,Neutral,"Oct 29, 2023 · 9:31 PM UTC",0,0,0,0
84,watched host a morning show on online radio to hosting tuskeroktobafest being watched on 3 different countries simultaneously if anything that story should inspire you to believe your time will come do not stop dreaming proud of you aziza happy monday ,Positive,"Oct 29, 2023 · 9:19 PM UTC",0,0,0,0
85,set ya suraj inahitaji hard stuff kwa system tuskeroktobafest,Negative,"Oct 29, 2023 · 9:14 PM UTC",0,0,0,0
86,tuskeroktobafest og is killing it kenya is lucky to have og,Negative,"Oct 29, 2023 · 9:07 PM UTC",0,0,0,0
87, the og must be respected  mosoundevents nrgradiokenya tuskeroktobafest,Positive,"Oct 29, 2023 · 9:04 PM UTC",0,0,0,0
88,regular folks having the most fun  papa jones doing his thing alafu nyash amalizie tuskeroktobafest simu ikiisha charge safaricomhook got you ingia pale charge simu domorewithmpesa,Positive,"Oct 29, 2023 · 8:31 PM UTC",0,0,0,0
89,tuko site  tuskeroktobafest,Neutral,"Oct 29, 2023 · 7:49 PM UTC",0,0,0,0
90,tuskeroktobafest nikujaributu knhinakujali,Neutral,"Oct 29, 2023 · 7:26 PM UTC",0,0,0,0
91,tuskeroktobafest,Neutral,"Oct 29, 2023 · 7:17 PM UTC",0,0,0,0
92,next on stage is khali then nyash  crowd getting hyped  tuskeroktobafest final is here remember to make your payments using mpesa to get 10 cash back domorewithmpesa safaricomhook,Neutral,"Oct 29, 2023 · 7:17 PM UTC",0,0,0,0
93,green haze tuskeroktobafest,Neutral,"Oct 29, 2023 · 7:14 PM UTC",0,0,0,0
94,one of these fine fine days this name oduh orlando is going to be among the performers at the tuskeroktobafest  wacha nizidi kuivisha skilltuskeroktobafest,Positive,"Oct 29, 2023 · 7:08 PM UTC",0,0,0,0
95,tuskeroktobafest 2023 has been nothing short of amazing  vibes on vibes all the way safaricomhook domorewithmpesa,Negative,"Oct 29, 2023 · 7:02 PM UTC",0,0,0,0
96,our chief consumer business officer was also present at the tuskeroktobafest and got a glimpse into the ultimate safaricomhook experience  domorewithmpesa,Neutral,"Oct 29, 2023 · 6:54 PM UTC",0,0,0,0
97, ndio tunaanza tu its about to be more liiit tuskeroktobafest nrgradiokenya nrgevents mosoundevents,Neutral,"Oct 29, 2023 · 6:50 PM UTC",0,0,0,0
98,visit tuskerbeeroktobafest and get your tickets tuskeroktobafest oktobafesteastafrica are you ready for the big games today thisishowwedo sports with there will be epic game viewing available at the guinness stand,Positive,"Oct 29, 2023 · 6:50 PM UTC",0,0,0,0
99,playing bare hits tuskeroktobafest,Positive,"Oct 29, 2023 · 6:48 PM UTC",0,0,0,0
100,haha domorewithmpesa safaricomhook tuskeroktobafest,Positive,"Oct 29, 2023 · 6:44 PM UTC",0,0,0,0
101,tuskeroktobafest ,Neutral,"Oct 29, 2023 · 6:29 PM UTC",0,0,0,0
102,history was made on stage yesterday  more history to be made today tuskeroktobafest nrgradiokenya nrgevents,Neutral,"Oct 29, 2023 · 6:23 PM UTC",0,0,0,0
103,tuskeroktobafest so much more thisishowwedo beer thisishowwedo food thisishowwedo art,Neutral,"Oct 29, 2023 · 6:12 PM UTC",0,0,0,0
104,our chief finance officer got a chance to experience tuskeroktobafest by visiting the mpesa experiential zone and he sure did have a blast  domorewithmpesa safaricomhook,Positive,"Oct 29, 2023 · 5:39 PM UTC",0,0,0,0
105,today is all about what the last two days at the tuskeroktobafest have been all about vibes vibes and more vibes with the fusion of music culture fashion and tech at the center of it all  safaricomhook domorewithmpesa,Neutral,"Oct 29, 2023 · 5:20 PM UTC",0,0,0,0
106,tuskeroktobafest,Neutral,"Oct 29, 2023 · 5:20 PM UTC",0,0,0,0
107,day 2 of tuskeroktobafest was sizzling with style and excitement attendees were encouraged to share their safaricomhook experiences online and enjoy exclusive bundle offers through the mysafaricom app or by dialing 555 delicious food options were available at the mpesa experiential zone exciting opportunities included dream vacations and convenient rides all powered by domorewithmpesa,Positive,"Oct 29, 2023 · 5:15 PM UTC",0,0,0,0
108,thank you tuskeroktobafest jana was big vibes ,Positive,"Oct 29, 2023 · 4:51 PM UTC",0,0,0,0
109,day 1 of tuskeroktobafest was a dynamic celebration with safaricomhook at the heart of the action people connected danced and had a blast the day featured opportunities to domorewithmpesa empower content creators on baze showcase local fashion at artfit and explore gaming with vr experiences,Positive,"Oct 29, 2023 · 4:44 PM UTC",0,0,0,0
110,techies and gamers at tuskeroktobafest pass by safaricomhook tent lots of games to check out and play,Neutral,"Oct 29, 2023 · 4:39 PM UTC",0,0,0,0
111,3rd day of tuskeroktobafest  dial 555 get safaricoms special curated data bundle plan oktobafest bundle to stay connected throughout the event safaricomhook domorewithmpesa,Positive,"Oct 29, 2023 · 4:31 PM UTC",0,0,0,0
112,its day 3 of the tuskeroktobafest and the excitement is brewing join us as we continue to celebrate the best in music culture tech and good times get ready for another day of unforgettable moments safaricomhook domorewithmpesa,Positive,"Oct 29, 2023 · 4:14 PM UTC",0,0,0,0
113,octoberfest as nairobi could we have designated arenas away from residential areas since friday we residence around racecourse have been plagued with noise litering and insecurity tuskeroktobafest,Negative,"Oct 29, 2023 · 3:58 PM UTC",0,0,0,0
114,sijui mbona beer ya sunday huslap kuliko ya normal days on site kam enjoy tusker yako baridi na mbogi yako tuskeroktobafest nrgevents nrgradiokenya,Positive,"Oct 29, 2023 · 3:54 PM UTC",0,0,0,0
115,chibu dangote aka diamond platnumz with mad crowd control pale ngong racecourse last night tuskeroktobafest oktobafesteastafrica oktoberfestkampala diamond,Negative,"Oct 29, 2023 · 3:15 PM UTC",0,0,0,0
116,niko na ticket 3 nauza za tuskeroktobafest going for 2k each 0759058349 rt widely my custom might be on your tl,Neutral,"Oct 29, 2023 · 2:39 PM UTC",0,0,0,0
117,to wakadinali haters mdomo yangu inanuka lakini story zinadonjo wakadinali tuskeroktobafest oktobafesteastafrica,Negative,"Oct 29, 2023 · 2:32 PM UTC",0,0,0,0
118,flash sale im selling my 3 tickets za tuskeroktobafest at 1500 due to health complications if interested kindly dm,Positive,"Oct 29, 2023 · 1:17 PM UTC",0,0,0,0
119,the real deal tuskeroktobafest,Neutral,"Oct 29, 2023 · 12:51 PM UTC",0,0,0,0
120,dj grauchis set yesterday was amazing just good vibes oktobafesteastafrica tuskeroktobafest,Positive,"Oct 29, 2023 · 12:40 PM UTC",0,0,0,0
121,the special night that was at tuskeroktobafest where it was all about the kshakas epic performance it was a great privilege to stand in the midst of hip hop greatness we keep building the boom bap is in effect,Positive,"Oct 29, 2023 · 12:00 PM UTC",0,0,0,0
122,nyashinski day  tuskeroktobafest,Neutral,"Oct 29, 2023 · 11:56 AM UTC",0,0,0,0
123,charisma  kinoti ethan nyashinski omollo siku moja  tuskeroktobafest,Neutral,"Oct 29, 2023 · 11:52 AM UTC",0,0,0,0
124,leo not the artist fault but itakuwa a festival ya mapinji sijataja mtu mimi tuskeroktobafest,Positive,"Oct 29, 2023 · 11:52 AM UTC",0,0,0,0
125,i hope the sound wont sabotage nyashinski and his fans performance today tuskeroktobafest,Positive,"Oct 29, 2023 · 11:47 AM UTC",0,0,0,0
126,wadau kuna tickets for the event at the event gate theres also epic game viewing at the guinness standvisit tuskerbeeroktobafest  get your tickets tuskeroktobafest oktobafesteastafrica are you ready for the big games today thisishowwedo sports,Positive,"Oct 29, 2023 · 11:33 AM UTC",0,0,0,0
127,thera are tickets for the event at the event gate also kuna epic game viewing at the guinness standvisit tuskerbeeroktobafest  get your tickets tuskeroktobafest oktobafesteastafrica are you ready for the big games today thisishowwedo sports,Positive,"Oct 29, 2023 · 11:26 AM UTC",0,0,0,0
128,theres an epic game viewing at the guinness stand dont miss buy tickets for the event at the event gate visit tuskerbeeroktobafest  get your tickets tuskeroktobafest oktobafesteastafricaare u ready for the big games today thisishowwedo sports,Positive,"Oct 29, 2023 · 10:57 AM UTC",0,0,0,0
129,kuna epic game viewing at the guinness stand pitia pia buy tickets for the event at the event gate visit tuskerbeeroktobafest and get your tickets tuskeroktobafest oktobafesteastafrica are you ready for the big games today thisishowwedo sports,Positive,"Oct 29, 2023 · 10:47 AM UTC",0,0,0,0
130,hauna tickets for the event buy at the event gate kuna epic game viewing at the guinness stand visit tuskerbeeroktobafest and get your tickets tuskeroktobafest oktobafesteastafrica are you ready for the big games today thisishowwedo sports,Positive,"Oct 29, 2023 · 10:43 AM UTC",0,0,0,0
131,how about you kickstart your sunday with this fire  afropiano music  mix before you head out for octoberfest thisishowwedo oktobafesteastafrica oktoberfestkampala tuskeroktobafest rugbyworldcupfinal rugbyworldcup2023,Negative,"Oct 29, 2023 · 10:24 AM UTC",0,0,0,0
132,to keep you connected at the tuskeroktobafest deployed a cow  cell on wheels,Neutral,"Oct 29, 2023 · 10:08 AM UTC",0,0,0,0
133,drip readeeeee  see you at groove tuskeroktobafest rongrende,Neutral,"Oct 29, 2023 · 9:59 AM UTC",0,0,0,0
134,cant wait for zaituni wambuis set on nexters stage at 4pm tuskeroktobafest,Neutral,"Oct 29, 2023 · 9:56 AM UTC",0,0,0,0
135,kuna tickets for the event at the event gate kuna epic game viewing at the guinness stand visit tuskerbeeroktobafest and get your tickets tuskeroktobafest oktobafesteastafrica are you ready for the big games today thisishowwedo sports,Positive,"Oct 29, 2023 · 9:55 AM UTC",0,0,0,0
136,that khaligraph  nikita link up was so dope  hed absolutely send the crowd wild if he brought her on stage during his set at tuskeroktobafest,Neutral,"Oct 29, 2023 · 9:49 AM UTC",0,0,0,0
137,khalighraph and nyashinski wako leo live pale tuskeroktobafestdial 555 to get your oktobafest bundle and stay connected to all the action dont forget the 10 cash back offer on all purchases made via mpesa on the ground  domorewithmpesa safaricomhook,Negative,"Oct 29, 2023 · 9:46 AM UTC",0,0,0,0
138,people will talk alotta shit but tuskeroktobafest was a vibe,Negative,"Oct 29, 2023 · 9:40 AM UTC",0,0,0,0
139,tuskeroktobafest kukosa ni makosa,Neutral,"Oct 29, 2023 · 9:32 AM UTC",0,0,0,0
140,life is about the choices you make today you had a choice of tuskeroktobafest or stanchartnairobimarathon,Neutral,"Oct 29, 2023 · 9:07 AM UTC",0,0,0,0
141,check out our new episode of lockdownsessions on some oontz with  thanks for having us housemusic kenya nairobi tuskeroktobafest djmix youtube,Positive,"Oct 29, 2023 · 9:04 AM UTC",0,0,0,0
142,lakini jana watu wali turn up event ya tuskeroktobafest leo sasa ndo watu huibiwa vizuri wouldnt recommend going alone,Negative,"Oct 29, 2023 · 8:37 AM UTC",0,0,0,0
143,yesterday at tuskeroktobafest there was this shawrry in a white mini skirt and a black tee with white airforces  we made 16500 eye contacts but we couldnt engage further due to known circumstances kindly dm i think you are my soul mate ,Positive,"Oct 29, 2023 · 8:26 AM UTC",0,0,0,0
144,if you have ever witnessed a mejja concert then you know when the word niroge drops the dj switches the music haya basi mejja waroge furyvsngannou tuskeroktobafest oktobafesteastafrica diamond platnumz  ngong racecourse,Positive,"Oct 29, 2023 · 8:25 AM UTC",0,0,0,0
145,exit diamond platnumz enters mejja aka okwonko mejja showed up on stage on a hospital  bed with nurses thread oktobafesteastafrica mejja tuskeroktobafest ngong racecourse,Positive,"Oct 29, 2023 · 8:06 AM UTC",0,0,0,0
146,new meme alerttuskeroktobafest,Neutral,"Oct 29, 2023 · 7:36 AM UTC",0,0,0,0
147,no parking at ngong racecourse use uber and little discounts basigo will offer transport from jamhuri sports ground vipvvip parking is available at office park do not drink  drive thisishowwedo malap responsibly oktobafesteastafrica tuskeroktobafest,Negative,"Oct 29, 2023 · 7:11 AM UTC",0,0,0,0
148,no parking at ngong racecourse use uber and little discounts jamhuri sports ground has limited parking park n drive with basigo enjoy free rides from kencom dont drink and drive thisishowwedo malap responsibly tuskeroktobafest oktobafesteastafrica,Positive,"Oct 29, 2023 · 6:45 AM UTC",0,0,0,0
149,hey brand experiences are not just about decor its about how you make your audience feel tuskeroktobafest was extremely horrible in so many ways artist selection mcs thieves the entry audience management etc focusing on decor ,Negative,"Oct 29, 2023 · 6:36 AM UTC",0,0,0,0
150,wasee mkumbuke kuna limited parking space huko jamhuri sports park also kuna vip parking at office park karibuni tuenjoy tuskeroktobafest courtesy of remember do not drink  drive kuna amaizing offer ya uber thisishowwedo oktobafesteastafrica,Positive,"Oct 29, 2023 · 6:08 AM UTC",0,0,0,0
151,hii inaitwaa simba sema nao diamond platnumz invited kenyan ladies on stage for the swahili twerktition and unlike the fally ipupa concepthawa walijaribu tuskeroktobafest oktobafesteastafrica oktobafesteastafrica oktobafest ngong racecourse,Positive,"Oct 29, 2023 · 5:55 AM UTC",0,0,0,0
152,celebration of african culture enjoying eas finest brewscreating lasting memories with friends  creating meaningful connectionsget tickets  gatetuskerbeeroktobafest thisishowwedo oktobafesteastafrica tuskeroktobafest,Positive,"Oct 29, 2023 · 5:50 AM UTC",0,0,0,0
153,diamond platnumz performing enjoy pale ngong racecourse during this years oktoba fest oktobafesteastafrica oktoberfestkampala diamond tuskeroktobafest,Positive,"Oct 29, 2023 · 5:40 AM UTC",0,0,0,0
